time_betw_scan_hours,CA,YM,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,40/25 mM glu/lac lav O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2,50 mM Mannose,35 mM Glycolsyre,2 mM PAM,Class
0.050,0.752,0.420,0.283,0.402,0.699,0.653,0.182,0.384,0.557,0.373,0.606,0.581,0.000
0.065,0.920,0.420,0.269,0.383,0.825,0.778,0.722,0.030,0.593,0.373,0.985,0.716,0.000
0.093,0.920,0.840,0.302,0.542,0.760,0.772,0.229,0.409,0.693,0.446,0.689,0.514,0.000
0.004,0.273,0.840,0.222,0.393,0.784,0.672,0.238,0.444,0.447,0.793,0.932,0.635,0.000
0.076,0.920,0.840,0.344,0.355,0.487,0.351,0.431,0.631,0.310,0.653,0.636,0.662,0.000
0.075,0.778,0.840,0.288,0.364,0.475,0.453,0.129,0.369,0.542,0.485,0.591,0.419,0.000
0.003,0.920,0.420,0.307,0.299,0.365,0.361,0.266,0.258,0.544,0.319,0.803,0.622,0.000
0.090,0.920,0.840,0.325,0.411,0.551,0.573,0.329,0.379,0.653,0.334,0.924,0.662,0.000
0.003,0.920,0.952,0.264,0.579,0.804,0.860,0.078,0.197,0.796,0.261,0.576,0.351,0.000
0.275,0.920,0.840,0.349,0.318,0.405,0.363,0.226,0.394,0.478,0.661,0.902,0.689,0.000
0.058,0.920,0.840,0.363,0.421,0.430,0.425,0.288,0.237,0.562,0.383,0.856,0.500,0.000
0.039,0.920,0.840,0.401,0.327,0.492,0.468,0.285,0.288,0.541,0.730,0.583,0.676,0.000
0.002,0.920,0.424,0.302,0.449,0.623,0.508,0.747,0.217,0.392,0.180,0.758,0.743,0.000
0.173,0.273,0.840,0.274,0.589,0.853,0.895,0.063,0.399,0.784,0.376,0.697,0.608,0.000
0.219,0.273,0.804,0.278,0.439,0.681,0.589,0.213,0.460,0.458,0.629,0.500,0.541,0.000
0.408,0.920,0.420,0.198,0.533,0.787,0.789,0.160,0.364,0.682,0.697,0.758,0.554,0.000
0.095,0.530,0.264,0.316,0.234,0.388,0.353,0.536,0.237,0.488,0.513,0.879,0.662,0.000
0.085,0.652,0.420,0.179,0.178,0.421,0.526,0.375,0.177,0.784,0.274,0.917,0.622,0.000
0.443,0.273,0.420,0.340,0.346,0.620,0.587,0.326,0.374,0.559,0.748,0.712,0.649,0.000
0.012,0.920,0.840,0.259,0.551,0.819,0.869,0.067,0.232,0.788,0.704,0.598,0.324,0.000
0.025,0.000,0.420,0.193,0.589,0.828,0.866,0.059,0.232,0.769,0.803,0.750,0.838,0.000
0.002,0.920,0.840,0.028,0.720,0.839,0.894,0.017,0.298,0.804,0.701,0.750,0.581,0.000
0.067,0.920,0.802,0.245,0.486,0.690,0.669,0.075,0.222,0.605,0.796,0.348,0.608,0.000
0.093,0.273,0.420,0.288,0.421,0.755,0.720,0.164,0.409,0.596,0.832,0.129,0.405,0.000
0.100,0.702,0.840,0.283,0.701,0.839,0.915,0.078,0.409,0.847,0.291,0.856,0.554,0.000
0.027,0.728,0.840,0.250,0.589,0.804,0.863,0.073,0.096,0.802,0.005,0.856,0.595,0.000
0.006,0.713,0.420,0.212,0.131,0.464,0.532,0.438,0.237,0.722,0.126,0.924,0.622,0.000
0.062,0.920,0.840,0.302,0.383,0.626,0.553,0.235,0.490,0.479,0.554,0.682,0.595,0.000
0.064,0.629,0.420,0.274,0.346,0.847,0.804,0.817,0.076,0.608,0.602,0.780,0.676,0.000
0.004,0.920,0.840,0.292,0.336,0.747,0.715,0.201,0.505,0.600,0.609,0.795,0.608,0.000
0.046,0.571,0.420,0.283,0.449,0.519,0.435,0.209,0.540,0.426,0.883,0.106,0.351,0.000
0.006,0.639,0.420,0.203,0.430,0.829,0.788,0.266,0.399,0.606,0.616,0.614,0.500,0.000
0.052,0.920,0.840,0.241,0.486,0.770,0.769,0.111,0.369,0.670,0.758,0.758,0.527,0.000
0.092,0.920,0.420,0.264,0.383,0.659,0.553,0.330,0.439,0.422,0.690,0.508,0.662,0.000
0.048,0.920,0.840,0.132,0.617,0.814,0.814,0.036,0.389,0.685,0.504,0.174,0.243,0.000
0.004,0.273,0.840,0.335,0.374,0.641,0.612,0.230,0.419,0.574,0.578,0.848,0.608,0.000
0.089,0.920,0.840,0.094,0.664,0.826,0.866,0.044,0.096,0.772,0.483,0.811,0.527,0.000
0.050,0.576,0.840,0.325,0.570,0.689,0.662,0.203,0.399,0.591,0.660,0.409,0.622,0.000
0.017,0.920,0.840,0.288,0.533,0.498,0.431,0.313,0.424,0.454,0.444,0.894,0.649,0.000
0.046,0.920,0.000,0.259,0.430,0.759,0.679,0.849,0.157,0.503,0.576,0.765,0.662,0.000
0.047,0.920,0.420,0.269,0.411,0.833,0.906,0.711,0.056,0.839,0.201,0.932,0.662,0.000
0.005,0.920,0.840,0.283,0.355,0.638,0.540,0.342,0.414,0.433,0.360,0.833,0.622,0.000
0.044,0.273,0.420,0.278,0.393,0.621,0.587,0.712,0.192,0.558,0.494,0.871,0.595,0.000
0.105,0.920,0.420,0.288,0.449,0.870,0.898,0.798,0.126,0.759,0.431,0.727,0.635,0.000
0.078,0.630,0.840,0.269,0.467,0.608,0.633,0.067,0.394,0.676,0.512,0.939,0.662,0.000
0.082,0.920,0.420,0.382,0.224,0.623,0.371,0.379,0.111,0.112,0.382,0.924,0.676,0.000
0.235,0.679,0.694,0.340,0.262,0.521,0.439,0.179,0.404,0.429,0.449,0.561,0.514,0.000
0.128,0.920,0.840,0.212,0.654,0.849,0.896,0.030,0.121,0.792,0.468,0.576,0.365,0.000
0.074,0.920,0.840,0.118,0.084,0.134,0.209,0.629,0.303,0.639,0.345,0.697,0.554,0.000
0.013,0.273,0.840,0.524,0.215,0.441,0.249,0.391,0.126,0.182,0.445,0.932,0.676,0.000
0.154,0.920,0.840,0.241,0.523,0.818,0.882,0.132,0.369,0.817,0.285,0.750,0.541,0.000
0.073,0.698,0.420,0.344,0.467,0.616,0.598,0.459,0.399,0.590,0.781,0.750,0.608,0.000
0.514,0.691,0.420,0.259,0.542,0.824,0.883,0.076,0.096,0.809,0.119,0.356,0.514,0.000
0.096,0.746,0.840,0.255,0.766,0.735,0.831,0.098,0.384,0.859,0.526,0.326,0.595,0.000
0.098,0.273,0.000,0.278,0.374,0.833,0.833,0.768,0.066,0.690,0.279,0.712,0.649,0.000
0.068,0.642,0.420,0.269,0.374,0.886,0.933,0.760,0.081,0.803,0.846,0.932,0.689,0.000
0.006,0.273,0.840,0.241,0.617,0.656,0.604,0.254,0.914,0.532,0.694,0.689,0.419,0.000
0.082,0.694,0.840,0.250,0.393,0.540,0.461,0.451,0.384,0.442,0.832,0.689,0.554,0.000
0.013,0.920,0.420,0.108,0.841,0.835,0.870,0.078,0.146,0.763,0.311,0.629,0.284,0.000
0.060,0.920,0.840,0.212,0.215,0.350,0.391,0.309,0.631,0.634,0.152,0.879,0.568,0.000
0.094,0.273,0.840,0.292,0.346,0.598,0.563,0.247,0.626,0.549,0.514,0.424,0.257,0.000
0.068,0.920,0.840,0.340,0.458,0.570,0.605,0.148,0.606,0.685,0.457,0.712,0.635,0.000
0.060,0.920,0.420,0.321,0.533,0.523,0.494,0.257,0.424,0.541,0.511,0.924,0.649,0.000
0.082,0.920,0.840,0.396,0.402,0.433,0.380,0.234,0.586,0.463,0.582,0.636,0.581,0.000
0.078,0.273,0.840,0.302,0.271,0.435,0.296,0.347,0.652,0.287,0.765,0.773,0.581,0.000
0.065,0.920,0.420,0.250,0.318,0.829,0.768,0.775,0.056,0.565,0.686,0.788,0.581,0.000
0.007,0.920,0.420,0.255,0.318,0.838,0.810,0.822,0.056,0.634,0.572,0.864,0.608,0.000
0.070,0.920,0.840,0.170,0.486,0.818,0.791,0.124,0.470,0.630,0.510,0.652,0.527,0.000
0.230,0.920,0.000,0.231,0.411,0.810,0.835,0.752,0.141,0.735,0.600,0.886,0.595,0.000
0.047,0.920,0.420,0.264,0.430,0.825,0.851,0.809,0.066,0.742,0.335,0.871,0.649,0.000
0.009,0.881,0.420,0.236,0.869,0.808,0.875,0.150,0.061,0.819,0.435,0.841,0.554,0.000
0.051,0.920,0.840,0.005,0.850,0.824,0.894,0.027,0.207,0.831,0.561,0.553,0.216,0.000
0.012,0.920,0.840,0.344,0.374,0.548,0.525,0.191,0.449,0.560,0.605,0.833,0.568,0.000
0.001,0.683,0.840,0.377,0.262,0.294,0.147,0.371,0.308,0.229,0.433,0.864,0.595,0.000
0.012,0.757,0.840,0.080,0.336,0.435,0.595,0.214,0.323,0.902,0.215,0.303,0.216,0.000
0.125,0.920,0.420,0.302,0.280,0.606,0.527,0.915,0.278,0.462,0.540,0.583,0.635,0.000
0.088,0.920,0.420,0.297,0.402,0.803,0.805,0.458,0.126,0.686,0.259,0.379,0.270,0.000
0.083,0.920,0.420,0.250,0.346,0.843,0.826,0.840,0.096,0.660,0.537,0.924,0.676,0.000
0.151,0.772,0.840,0.283,0.383,0.589,0.499,0.333,0.399,0.434,0.431,0.735,0.541,0.000
0.002,0.920,0.840,0.274,0.486,0.843,0.867,0.194,0.369,0.743,0.668,0.909,0.622,0.000
0.057,0.920,0.420,0.264,0.523,0.858,0.887,0.723,0.076,0.757,0.568,0.909,0.635,0.000
0.001,0.544,0.420,0.250,0.411,0.895,0.891,0.692,0.076,0.700,0.462,0.902,0.432,0.000
0.072,0.920,0.840,0.344,0.533,0.658,0.623,0.302,0.409,0.567,0.539,0.765,0.527,0.000
0.039,0.726,0.840,0.316,0.449,0.706,0.767,0.171,0.369,0.779,0.716,0.765,0.608,0.000
0.154,0.273,0.840,0.316,0.430,0.561,0.566,0.130,0.449,0.622,0.547,0.712,0.446,0.000
0.057,0.920,0.840,0.288,0.551,0.640,0.487,0.125,0.616,0.321,0.461,0.295,0.419,0.000
0.088,0.920,0.840,0.321,0.299,0.581,0.567,0.251,0.369,0.588,0.465,0.803,0.635,0.000
0.070,0.920,0.840,0.236,0.402,0.746,0.552,0.229,0.551,0.266,0.573,0.553,0.595,0.000
0.049,0.920,0.840,0.151,0.523,0.872,0.869,0.096,0.364,0.696,0.516,0.727,0.486,0.000
0.010,0.273,0.420,0.250,0.374,0.893,0.920,0.770,0.025,0.764,0.508,0.826,0.608,0.000
0.047,0.920,0.420,0.259,0.449,0.833,0.867,1.000,0.091,0.760,0.474,0.879,0.649,0.000
0.082,0.654,0.840,0.269,0.617,0.735,0.698,0.247,0.389,0.587,0.445,0.485,0.568,0.000
0.398,0.775,0.840,0.292,0.364,0.613,0.438,0.341,0.480,0.266,0.439,0.758,0.581,0.000
0.204,0.920,0.420,0.189,0.065,0.286,0.314,0.517,0.318,0.587,0.110,0.864,0.635,0.000
0.152,0.711,0.840,0.241,0.523,0.725,0.693,0.124,0.434,0.593,0.503,0.341,0.419,0.000
0.057,0.720,0.000,0.316,0.364,0.621,0.548,0.706,0.066,0.478,0.665,0.886,0.635,0.000
0.088,0.929,0.420,0.344,0.299,0.674,0.602,0.235,0.449,0.495,0.696,0.000,0.527,0.000
0.004,0.920,0.840,0.321,0.421,0.485,0.418,0.222,0.551,0.451,0.699,0.697,0.500,0.000
0.173,0.273,0.420,0.259,0.374,0.664,0.664,0.161,0.379,0.641,0.705,0.705,0.608,0.000
0.042,0.784,0.000,0.292,0.411,0.386,0.241,0.757,0.333,0.260,0.791,0.303,0.230,0.000
0.164,0.273,0.840,0.000,0.617,0.824,0.807,0.000,0.455,0.653,0.998,0.091,0.257,0.000
0.074,0.920,0.848,0.278,0.439,0.586,0.560,0.139,0.530,0.565,0.651,0.318,0.581,0.000
0.089,0.273,0.420,0.297,0.738,0.490,0.372,0.273,0.338,0.346,0.504,0.818,0.622,0.000
0.137,0.920,0.840,0.387,0.430,0.410,0.374,0.277,0.162,0.492,0.477,0.902,0.649,0.000
0.072,0.613,0.840,0.113,0.551,0.792,0.857,0.073,0.152,0.812,0.606,0.917,0.608,0.000
0.052,0.920,0.840,0.264,0.682,0.724,0.698,0.237,0.414,0.606,0.472,0.689,0.568,0.000
0.006,0.273,0.420,0.255,0.346,0.903,0.873,0.787,0.111,0.648,0.800,0.492,0.270,0.000
0.070,0.920,0.840,0.203,0.505,0.730,0.660,0.196,0.364,0.516,0.771,0.924,0.595,0.000
0.100,0.920,0.840,0.090,0.393,0.781,0.731,0.212,0.369,0.572,0.525,0.598,0.473,0.000
0.088,0.920,0.840,0.236,0.738,0.806,0.859,0.025,0.338,0.791,0.497,0.788,0.486,0.000
0.083,0.593,0.420,0.288,0.720,0.880,0.909,0.048,0.268,0.763,0.234,0.591,0.527,0.000
0.015,0.920,0.420,0.236,0.523,0.817,0.879,0.041,0.177,0.812,0.598,0.576,0.419,0.000
0.120,0.920,0.840,0.325,0.523,0.698,0.741,0.149,0.389,0.738,0.613,0.924,0.662,0.000
0.016,0.273,0.840,0.288,0.533,0.704,0.750,0.142,0.424,0.747,0.480,0.939,0.649,0.000
0.004,0.920,0.840,0.226,0.570,0.679,0.652,0.144,0.500,0.589,0.600,0.417,0.432,0.000
0.359,0.920,0.420,0.241,0.336,0.557,0.591,0.212,0.379,0.679,0.233,0.636,0.419,0.000
0.067,0.273,0.840,0.278,0.505,0.357,0.243,0.170,0.551,0.317,0.436,0.038,0.608,0.000
0.087,0.920,0.840,0.189,0.486,0.743,0.737,0.080,0.202,0.652,0.343,0.606,0.257,0.000
0.077,0.920,0.840,0.401,0.393,0.567,0.527,0.112,0.722,0.530,0.840,0.871,0.676,0.000
0.051,0.920,0.420,0.245,0.355,0.856,0.880,0.724,0.010,0.747,0.231,0.939,0.689,0.000
0.227,0.920,0.840,0.340,0.262,0.331,0.215,0.273,0.919,0.304,0.679,0.652,0.595,0.000
0.072,0.920,0.840,0.208,0.449,0.831,0.767,0.148,0.414,0.558,0.399,0.515,0.514,0.000
0.064,0.273,0.840,0.226,0.589,0.776,0.846,0.062,0.354,0.817,0.465,0.689,0.459,0.000
0.225,0.920,0.840,0.151,0.411,0.710,0.651,0.251,0.369,0.535,0.353,0.235,0.257,0.000
0.284,0.920,0.840,0.255,0.280,0.595,0.543,0.420,0.475,0.513,0.720,0.879,0.622,0.000
0.046,0.273,0.420,0.297,0.411,0.807,0.777,0.774,0.076,0.622,0.599,0.886,0.689,0.000
0.075,0.920,0.840,0.184,0.486,0.828,0.888,0.063,0.141,0.814,0.645,0.750,0.405,0.000
0.072,0.920,0.000,0.302,0.355,0.851,0.799,0.983,0.101,0.589,0.733,0.758,0.568,0.000
0.339,0.920,0.000,0.349,0.318,0.691,0.654,0.768,0.111,0.572,0.141,0.894,0.676,0.000
0.049,0.920,0.420,0.363,0.308,0.557,0.267,0.554,0.303,0.014,0.180,0.318,0.257,0.000
0.360,0.273,0.420,0.368,0.243,0.585,0.464,0.445,0.389,0.368,0.441,0.697,0.459,0.000
0.003,0.722,0.840,0.311,0.477,0.825,0.877,0.055,0.263,0.795,0.677,0.833,0.622,0.000
0.061,0.920,0.840,0.146,0.514,0.818,0.863,0.064,0.141,0.779,0.499,0.530,0.230,0.000
0.164,0.273,0.840,0.118,0.495,0.704,0.710,0.056,0.384,0.664,0.934,0.265,0.392,0.000
0.127,0.920,0.569,0.264,0.757,0.819,0.884,0.078,0.152,0.819,0.285,0.773,0.486,0.000
0.202,0.920,0.420,0.226,0.505,0.654,0.653,0.209,0.369,0.634,0.270,0.447,0.608,0.000
0.002,0.300,0.840,0.245,0.626,0.715,0.727,0.080,0.879,0.681,0.666,0.485,0.622,0.000
0.148,0.920,0.420,0.259,0.336,0.829,0.828,0.769,0.086,0.687,0.817,0.644,0.486,0.000
0.076,0.920,0.840,0.250,0.523,0.750,0.619,0.416,0.399,0.396,0.711,0.636,0.257,0.000
0.001,0.920,0.840,0.212,0.822,0.791,0.850,0.070,0.182,0.799,0.164,0.742,0.541,0.000
0.051,0.920,0.840,0.245,0.607,0.801,0.861,0.079,0.177,0.804,0.356,0.848,0.595,0.000
0.494,0.273,0.908,0.259,0.533,0.790,0.803,0.070,0.338,0.705,0.283,0.742,0.581,0.000
0.049,0.650,0.840,0.505,0.280,0.290,0.170,0.637,0.939,0.285,0.719,0.818,0.595,0.000
0.106,0.588,0.840,0.203,0.673,0.865,0.892,0.073,0.323,0.756,0.210,0.682,0.365,0.000
0.073,0.707,0.840,0.354,0.383,0.424,0.183,0.448,0.576,0.075,0.979,0.856,0.757,0.000
0.078,0.273,0.840,0.349,0.271,0.377,0.349,0.320,0.222,0.499,0.544,0.629,0.486,0.000
0.069,0.920,0.840,0.354,0.374,0.437,0.358,0.385,0.343,0.412,0.599,0.311,0.459,0.000
0.131,0.814,0.840,0.373,0.421,0.537,0.517,0.244,0.485,0.561,0.604,0.341,0.649,0.000
0.008,0.273,0.420,0.491,0.290,0.383,0.356,0.437,0.167,0.502,0.705,0.856,0.662,0.000
0.079,0.273,0.840,0.274,0.430,0.610,0.567,0.393,0.399,0.536,0.860,0.636,0.595,0.000
0.064,0.920,0.303,0.354,0.271,0.486,0.311,0.569,0.162,0.229,0.525,0.932,0.662,0.000
0.138,0.920,0.840,0.231,0.364,0.636,0.594,0.234,0.621,0.546,0.560,0.856,0.554,0.000
0.033,0.273,0.420,0.241,0.374,0.876,0.870,0.749,0.091,0.691,0.364,0.871,0.581,0.000
0.056,0.920,0.420,0.269,0.439,0.833,0.710,0.807,0.116,0.437,0.305,0.909,0.662,0.000
0.056,0.806,0.840,0.316,0.336,0.357,0.249,0.590,0.500,0.328,0.789,0.758,0.554,0.000
0.133,0.920,0.420,0.222,0.486,0.727,0.791,0.076,0.116,0.789,0.118,0.538,0.459,0.000
0.074,0.920,0.840,0.292,0.570,0.833,0.882,0.064,0.162,0.791,0.403,0.545,0.459,0.000
0.133,0.920,0.420,0.189,0.607,0.843,0.884,0.066,0.071,0.778,0.355,0.659,0.622,0.000
0.067,0.687,0.840,0.297,0.523,0.849,0.790,0.123,0.449,0.573,0.839,0.682,0.568,0.000
0.281,0.791,0.747,0.439,0.336,0.569,0.505,0.392,0.475,0.483,0.882,0.621,0.608,0.000
0.068,0.733,0.840,0.250,0.514,0.804,0.861,0.046,0.167,0.799,0.640,0.856,0.622,0.000
0.072,0.636,0.420,0.274,0.542,0.739,0.668,0.170,0.409,0.516,0.744,0.538,0.595,0.000
0.137,0.694,0.600,0.264,0.430,0.791,0.827,0.184,0.369,0.751,0.512,0.856,0.595,0.000
0.066,0.707,0.840,0.283,0.364,0.641,0.648,0.153,0.384,0.648,0.630,0.402,0.568,0.000
0.129,0.746,0.840,0.311,0.411,0.655,0.614,0.228,0.409,0.553,0.647,0.311,0.311,0.000
0.091,0.720,0.840,0.358,0.355,0.473,0.477,0.207,0.288,0.591,0.430,0.470,0.595,0.000
0.073,0.920,0.000,0.259,0.439,0.831,0.841,0.930,0.051,0.709,0.593,0.879,0.649,0.000
0.072,0.636,0.420,0.255,0.271,0.750,0.711,0.812,0.101,0.587,0.470,0.939,0.676,0.000
0.817,0.856,0.840,0.325,0.374,0.487,0.488,0.291,0.207,0.590,0.380,0.826,0.541,0.000
0.428,0.920,0.420,0.297,0.318,0.659,0.669,0.179,0.389,0.661,0.420,0.788,0.581,0.000
0.058,0.920,0.840,0.382,0.299,0.367,0.309,0.541,0.737,0.434,0.685,0.773,0.689,0.000
0.005,0.273,0.420,0.292,0.570,0.758,0.662,0.772,0.136,0.471,0.505,0.811,0.622,0.000
0.078,0.273,0.840,0.264,0.402,0.836,0.858,0.129,0.449,0.736,0.554,0.303,0.284,0.000
0.046,0.273,0.840,0.250,0.645,0.714,0.671,0.132,0.439,0.567,0.480,0.629,0.338,0.000
0.215,0.920,0.840,0.307,0.439,0.653,0.615,0.278,0.465,0.559,0.947,0.886,0.649,0.000
0.088,0.273,0.840,0.274,0.505,0.487,0.391,0.314,0.247,0.392,0.921,0.879,0.743,0.000
0.020,0.273,0.420,0.325,0.234,0.346,0.234,0.685,0.172,0.317,0.420,0.924,0.703,0.000
0.135,0.920,0.840,0.203,0.636,0.809,0.867,0.051,0.106,0.802,0.362,0.697,0.243,0.000
0.069,0.273,0.420,0.335,0.308,0.741,0.742,0.833,0.131,0.667,0.682,0.939,0.676,0.000
0.353,0.920,0.840,0.274,0.701,0.825,0.861,0.055,0.455,0.762,0.592,0.758,0.459,0.000
0.065,0.920,0.840,0.307,0.467,0.836,0.897,0.070,0.162,0.816,0.571,0.803,0.635,0.000
0.095,0.920,0.420,0.377,0.411,0.597,0.537,0.307,0.374,0.498,0.754,0.848,0.581,0.000
0.075,0.920,0.420,0.311,0.299,0.629,0.610,0.776,0.207,0.593,0.481,0.591,0.595,0.000
0.044,0.920,0.420,0.231,0.514,0.849,0.892,0.079,0.111,0.785,0.713,0.583,0.500,0.000
0.278,0.273,0.840,0.208,0.449,0.705,0.601,0.133,0.611,0.440,0.844,0.485,0.676,0.000
0.339,0.581,0.840,0.241,0.402,0.474,0.284,0.164,0.657,0.194,0.977,0.447,0.554,0.000
0.067,0.273,0.420,0.269,0.607,0.849,0.851,0.064,0.162,0.698,0.611,0.856,0.662,0.000
0.059,0.273,0.840,0.250,0.542,0.733,0.730,0.073,0.495,0.656,0.765,0.606,0.514,0.000
0.063,0.551,0.747,0.278,0.589,0.872,0.907,0.058,0.242,0.774,0.631,0.424,0.622,0.000
0.242,0.751,0.840,0.255,0.617,0.900,0.934,0.071,0.278,0.780,0.416,0.333,0.581,0.000
0.144,0.273,0.840,0.274,0.542,0.739,0.766,0.079,0.354,0.719,0.604,0.856,0.635,0.000
0.228,0.920,0.840,0.208,0.402,0.542,0.465,0.335,0.525,0.448,0.539,0.015,0.216,0.000
0.073,0.273,0.420,0.269,0.458,0.834,0.818,0.882,0.091,0.659,0.450,0.712,0.676,0.000
0.077,0.920,0.420,0.377,0.327,0.588,0.550,0.237,0.374,0.541,0.431,0.750,0.554,0.000
0.073,0.791,0.420,0.292,0.523,0.776,0.743,0.807,0.152,0.605,0.361,0.780,0.622,0.000
0.087,0.920,0.840,0.236,0.570,0.797,0.851,0.073,0.258,0.792,0.338,0.576,0.324,0.000
0.100,0.920,0.840,0.321,0.514,0.677,0.679,0.235,0.384,0.648,0.401,0.379,0.622,0.000
0.126,0.920,0.830,0.443,0.262,0.210,0.073,0.505,0.242,0.226,0.520,0.886,0.662,0.000
0.079,0.273,0.420,0.269,0.542,0.828,0.813,0.702,0.051,0.657,0.502,0.924,0.703,0.000
0.043,0.920,0.840,0.316,0.383,0.593,0.506,0.387,0.414,0.441,0.627,0.902,0.649,0.000
0.167,0.920,0.840,0.245,0.393,0.763,0.785,0.148,0.419,0.715,0.348,0.879,0.568,0.000
0.071,0.273,0.840,0.288,0.280,0.451,0.353,0.220,0.338,0.376,0.313,0.235,0.541,0.000
0.152,0.273,0.420,0.288,0.374,0.446,0.388,0.497,0.232,0.458,0.648,0.841,0.581,0.000
0.052,0.920,0.840,0.316,0.421,0.501,0.560,0.326,0.237,0.713,0.258,0.924,0.649,0.000
0.090,0.920,0.420,0.274,0.486,0.862,0.886,0.706,0.035,0.747,0.372,0.909,0.649,0.000
0.568,0.920,0.840,0.255,0.514,0.785,0.845,0.069,0.364,0.800,0.137,0.871,0.608,0.000
0.427,0.273,0.420,0.321,0.271,0.477,0.237,0.335,0.364,0.094,0.861,0.712,0.635,0.000
0.086,0.669,0.840,0.278,0.514,0.711,0.700,0.134,0.455,0.632,0.384,0.674,0.554,0.000
0.077,0.808,0.420,0.274,0.533,0.808,0.850,0.083,0.081,0.770,0.262,0.833,0.635,0.000
0.050,0.920,0.840,0.439,0.262,0.573,0.372,0.565,0.278,0.201,0.253,0.455,0.324,0.000
0.239,0.920,0.840,0.278,0.654,0.823,0.858,0.040,0.394,0.760,0.750,0.742,0.622,0.000
0.139,0.920,0.420,0.179,0.393,0.781,0.782,0.075,0.237,0.677,0.635,0.273,0.446,0.000
0.137,0.273,0.420,0.316,0.308,0.455,0.461,0.368,0.328,0.593,0.539,0.871,0.662,0.000
0.002,0.273,0.840,0.118,0.196,0.444,0.526,0.386,0.283,0.745,0.347,0.818,0.635,0.000
0.008,0.920,0.420,0.236,0.299,0.839,0.801,0.732,0.106,0.616,0.327,0.932,0.662,0.000
0.300,0.273,0.420,0.283,0.383,0.759,0.728,0.724,0.056,0.605,0.196,0.879,0.622,0.000
0.087,0.617,0.840,0.231,0.551,0.854,0.897,0.069,0.283,0.785,0.324,0.288,0.608,0.000
0.166,0.920,0.724,0.278,0.308,0.617,0.522,0.317,0.384,0.433,0.588,0.924,0.622,0.000
0.208,0.920,0.609,0.259,0.495,0.687,0.634,0.270,0.424,0.538,0.479,0.773,0.500,0.000
0.056,0.920,0.840,0.292,0.458,0.675,0.618,0.205,0.510,0.527,0.632,0.803,0.622,0.000
0.076,0.920,0.840,0.259,0.308,0.341,0.274,0.309,0.293,0.407,0.542,0.932,0.608,0.000
0.172,0.920,0.840,0.288,0.458,0.797,0.839,0.117,0.449,0.767,0.710,0.667,0.595,0.000
0.072,0.920,0.840,0.344,0.411,0.620,0.521,0.142,0.520,0.425,0.718,0.477,0.189,0.000
0.091,0.920,0.840,0.311,0.421,0.622,0.565,0.204,0.429,0.510,0.703,0.735,0.459,0.000
0.082,0.920,0.840,0.406,0.393,0.375,0.333,0.304,0.217,0.471,0.429,0.409,0.676,0.000
0.223,0.657,0.874,0.335,0.280,0.331,0.245,0.309,0.525,0.366,0.698,0.864,0.635,0.000
0.104,0.920,0.840,0.222,0.430,0.490,0.458,0.252,0.525,0.524,0.635,0.894,0.649,0.000
0.048,0.920,0.840,0.283,0.411,0.747,0.729,0.257,0.530,0.628,0.666,0.477,0.649,0.000
0.300,0.703,0.840,0.434,0.449,0.493,0.339,0.542,0.283,0.274,0.539,0.902,0.946,0.000
0.078,0.920,0.840,0.170,0.551,0.804,0.853,0.081,0.253,0.782,0.615,0.833,0.514,0.000
0.106,0.273,0.420,0.363,0.308,0.573,0.591,0.463,0.384,0.650,0.540,0.508,0.662,0.000
0.071,0.273,0.840,0.212,0.458,0.683,0.609,0.129,0.788,0.494,0.389,0.053,0.459,0.000
0.029,0.920,0.420,0.278,0.430,0.825,0.898,0.913,0.066,0.839,0.261,0.894,0.649,0.000
0.447,0.920,0.420,0.255,0.495,0.742,0.764,0.072,0.152,0.709,0.410,0.523,0.568,0.000
0.037,0.920,0.840,0.184,0.364,0.592,0.554,0.187,0.561,0.543,0.715,0.780,0.595,0.000
0.152,0.920,0.840,0.259,0.449,0.736,0.781,0.261,0.379,0.753,0.592,0.894,0.635,0.000
0.079,0.920,0.840,0.104,0.617,0.799,0.862,0.061,0.111,0.809,0.607,0.659,0.311,0.000
0.053,0.920,0.840,0.325,0.458,0.670,0.657,0.205,0.485,0.616,0.371,0.189,0.189,0.000
0.067,0.920,0.413,0.358,0.308,0.535,0.456,0.516,0.389,0.442,0.771,0.735,0.662,0.000
0.338,0.273,0.000,0.321,0.299,0.654,0.627,0.866,0.096,0.583,0.258,0.894,0.689,0.000
0.285,0.273,0.420,0.358,0.318,0.612,0.558,0.335,0.449,0.515,0.462,0.803,0.649,0.000
0.053,0.906,0.840,0.292,0.654,0.727,0.737,0.086,0.369,0.678,0.588,0.720,0.514,0.000
0.441,0.703,0.840,0.358,0.364,0.429,0.318,0.219,0.611,0.344,0.721,0.515,0.554,0.000
0.080,0.642,0.420,0.316,0.308,0.510,0.504,0.376,0.369,0.582,0.514,0.947,0.689,0.000
0.073,0.920,0.840,0.165,0.243,0.451,0.464,0.331,0.348,0.605,0.133,0.811,0.568,0.000
0.062,0.668,0.840,0.274,0.495,0.797,0.765,0.064,0.394,0.615,0.620,0.402,0.595,0.000
0.008,0.661,0.840,0.302,0.364,0.658,0.665,0.219,0.404,0.653,0.626,0.379,0.122,0.000
