time_betw_scan_hours,CA,YM,Class,dea_eff,cluster efficency - 5 clusters
1497.000,2.755,6.222,1.000,0.380,4.000
1432.000,2.430,6.071,1.000,0.550,1.000
2476.000,2.553,5.904,1.000,0.540,1.000
1719.000,2.571,5.652,1.000,0.460,1.000
16826.000,2.659,6.748,1.000,0.560,3.000
5708.000,2.780,6.281,1.000,0.530,1.000
2964.000,2.740,6.310,1.000,0.610,3.000
158.000,2.606,5.682,1.000,0.600,3.000
1325.000,2.291,6.668,1.000,0.610,3.000
1020.000,2.611,5.764,1.000,0.520,1.000
1178.000,2.746,6.387,1.000,0.550,1.000
4206.000,2.635,7.031,1.000,0.530,1.000
3041.000,2.677,6.207,1.000,0.410,4.000
1036.000,2.632,5.538,1.000,0.540,1.000
1190.000,2.705,6.377,1.000,0.440,4.000
1439.000,2.630,6.597,1.000,0.600,3.000
30.000,2.323,5.688,1.000,0.500,1.000
762.000,2.645,6.291,1.000,0.640,3.000
85.000,2.433,7.285,1.000,0.470,1.000
1127.000,2.438,6.158,1.000,0.510,1.000
1207.000,2.669,6.831,1.000,0.650,3.000
1568.000,2.507,6.085,1.000,0.520,1.000
1122.000,2.616,7.255,1.000,0.720,2.000
1380.000,2.701,6.410,1.000,0.440,4.000
388.000,2.726,6.333,1.000,0.580,3.000
1464.000,2.496,6.842,1.000,0.630,3.000
110.000,2.587,5.790,1.000,0.530,1.000
3145.000,2.580,5.364,1.000,0.560,3.000
1795.000,2.734,6.393,1.000,0.590,3.000
1711.000,2.673,6.187,1.000,0.460,1.000
2973.000,2.710,5.287,1.000,0.520,1.000
861.000,2.606,6.202,1.000,0.560,3.000
1899.000,2.599,5.957,1.000,0.570,3.000
6816.000,2.569,6.452,1.000,0.530,1.000
1391.000,2.770,6.490,1.000,0.550,1.000
11301.000,2.606,6.369,1.000,0.570,3.000
1876.000,2.788,6.037,1.000,0.460,1.000
1294.000,3.106,6.845,1.000,0.590,3.000
1551.000,2.594,6.868,1.000,0.500,1.000
118.000,2.698,6.243,1.000,0.570,3.000
1410.000,2.650,6.050,1.000,0.520,1.000
1892.000,2.634,6.632,1.000,0.470,1.000
2907.000,2.761,6.723,1.000,0.550,1.000
6673.000,2.465,5.409,1.000,0.610,3.000
1267.000,2.308,5.806,1.000,0.550,1.000
1726.000,2.560,5.744,1.000,0.650,3.000
1406.000,2.473,5.420,1.000,0.470,1.000
1472.000,2.644,6.484,1.000,0.570,3.000
2571.000,2.714,7.242,1.000,0.590,3.000
203.000,2.717,5.691,1.000,0.330,4.000
1767.000,2.617,5.339,1.000,0.480,1.000
17473.000,2.854,6.065,1.000,0.500,1.000
1667.000,2.568,6.533,1.000,0.630,3.000
1655.000,2.622,6.387,1.000,0.430,4.000
2368.000,2.470,6.566,1.000,0.530,1.000
2686.000,2.397,6.255,1.000,0.570,3.000
1180.000,2.467,6.164,1.000,0.580,3.000
3568.000,2.848,6.386,1.000,0.530,1.000
1269.000,2.826,6.025,1.000,0.410,4.000
1853.000,2.527,6.146,1.000,0.350,4.000
1557.000,2.600,5.534,1.000,0.450,1.000
1947.000,2.541,5.806,1.000,0.450,1.000
2429.000,2.520,5.962,1.000,0.560,3.000
6082.000,2.672,6.556,1.000,0.560,3.000
1137.000,2.494,6.235,1.000,0.480,1.000
1684.000,2.644,5.929,1.000,0.680,2.000
1558.000,2.219,5.896,1.000,0.600,3.000
1517.000,2.955,6.738,1.000,0.620,3.000
2785.000,2.864,6.042,1.000,0.600,3.000
4521.000,2.417,5.985,1.000,0.460,1.000
208.000,2.270,5.595,1.000,0.460,1.000
4489.000,2.723,6.300,1.000,0.630,3.000
533.000,2.567,5.758,1.000,0.600,3.000
5284.000,2.480,5.695,1.000,0.530,1.000
960.000,2.570,6.403,1.000,0.570,3.000
4.000,2.613,6.809,1.000,0.410,4.000
1676.000,2.674,6.044,1.000,0.580,3.000
151.000,2.490,6.476,1.000,0.590,3.000
1557.000,2.657,6.608,1.000,0.330,4.000
1143.000,2.690,5.729,1.000,0.550,1.000
1461.000,2.669,5.829,1.000,0.510,1.000
1003.000,2.871,6.830,1.000,0.490,1.000
4388.000,2.640,6.178,1.000,0.550,1.000
1663.000,2.420,6.438,1.000,0.580,3.000
1573.000,2.637,5.858,1.000,0.550,1.000
3969.000,2.787,5.708,1.000,0.550,1.000
4033.000,2.710,5.792,1.000,0.600,3.000
1149.000,2.447,5.853,1.000,0.500,1.000
9179.000,2.984,6.773,1.000,0.460,1.000
1038.000,2.414,6.250,1.000,0.460,1.000
1800.000,2.754,6.246,1.000,0.540,1.000
1169.000,2.395,6.033,1.000,0.580,3.000
10150.000,2.461,6.488,1.000,0.360,4.000
4611.000,2.541,6.566,1.000,0.490,1.000
1794.000,2.050,6.781,1.000,0.540,1.000
1959.000,2.610,6.177,1.000,0.510,1.000
4188.000,2.390,5.708,1.000,0.600,3.000
3918.000,3.011,5.919,1.000,0.490,1.000
1840.000,2.678,6.557,1.000,0.580,3.000
1281.000,2.689,5.978,1.000,0.540,1.000
1447.000,2.356,6.152,1.000,0.600,3.000
2728.000,2.471,6.041,1.000,0.530,1.000
118.000,2.543,6.751,1.000,0.630,3.000
976.000,2.510,7.039,1.000,0.420,4.000
2519.000,2.847,6.256,1.000,0.580,3.000
10407.000,2.646,6.366,1.000,0.500,1.000
1603.000,2.473,5.996,1.000,0.570,3.000
1009.000,2.494,6.413,1.000,0.590,3.000
3994.000,2.450,6.477,1.000,0.590,3.000
5759.000,2.649,6.603,1.000,0.350,4.000
5405.000,2.610,5.504,1.000,0.500,1.000
2768.000,2.824,6.403,1.000,0.430,4.000
5398.000,2.670,6.522,1.000,0.640,3.000
4367.000,2.642,6.564,1.000,0.510,1.000
1252.000,2.700,6.165,1.000,0.560,3.000
4313.000,2.769,5.680,1.000,0.510,1.000
3087.000,2.358,5.965,1.000,0.470,1.000
1512.000,2.652,6.866,1.000,0.640,3.000
1626.000,2.593,6.818,1.000,0.370,4.000
2937.000,2.689,6.337,1.000,0.450,1.000
981.000,2.536,6.103,1.000,0.480,1.000
110.000,2.553,5.855,1.000,0.600,3.000
175.000,2.692,5.742,1.000,0.610,3.000
6158.000,2.797,6.243,1.000,0.590,3.000
838.000,2.455,7.085,1.000,0.630,3.000
8661.000,2.650,5.751,1.000,0.340,4.000
1601.000,2.446,5.414,1.000,0.590,3.000
1203.000,2.430,6.401,1.000,0.470,1.000
1811.000,2.546,5.793,1.000,0.610,3.000
1731.000,2.613,6.419,1.000,0.540,1.000
3146.000,2.656,5.696,1.000,0.520,1.000
1653.000,2.538,5.707,1.000,0.540,1.000
1354.000,2.655,6.368,1.000,0.480,1.000
2532.000,2.277,6.304,1.000,0.480,1.000
1973.000,2.294,6.163,1.000,0.630,3.000
2896.000,2.508,6.647,1.000,0.630,3.000
1370.000,2.717,6.319,1.000,0.550,1.000
5151.000,2.347,6.980,1.000,0.290,4.000
1305.000,2.530,6.180,1.000,0.650,3.000
9764.000,2.831,6.326,1.000,0.480,1.000
6029.000,2.725,5.824,1.000,0.540,1.000
1324.000,2.263,5.723,1.000,0.540,1.000
1806.000,2.752,6.670,1.000,0.590,3.000
3863.000,2.760,6.253,1.000,0.590,3.000
727.000,2.452,6.242,1.000,0.420,4.000
1481.000,2.381,6.456,1.000,0.550,1.000
1765.000,2.608,6.674,1.000,0.620,3.000
2549.000,2.700,6.870,1.000,0.520,1.000
2730.000,2.625,5.451,1.000,0.570,3.000
3000.000,2.745,6.260,1.000,0.530,1.000
1835.000,2.442,6.081,1.000,0.440,4.000
1631.000,2.640,5.799,1.000,0.560,3.000
1268.000,2.733,6.216,1.000,0.420,4.000
1777.000,2.586,6.432,1.000,0.540,1.000
20152.000,2.229,5.781,1.000,0.550,1.000
1671.000,2.754,6.080,1.000,0.520,1.000
3919.000,2.883,6.204,1.000,0.510,1.000
1844.000,2.510,5.581,1.000,0.520,1.000
1321.000,2.730,6.153,1.000,0.480,1.000
4206.000,2.681,6.288,1.000,0.580,3.000
1165.000,2.466,5.811,1.000,0.370,4.000
2705.000,2.700,6.833,1.000,0.560,3.000
1414.000,2.852,6.273,1.000,0.590,3.000
1132.000,2.550,6.357,1.000,0.610,3.000
870.000,2.584,5.831,1.000,0.500,1.000
2262.000,2.522,6.103,1.000,0.590,3.000
1525.000,2.520,6.434,1.000,0.370,4.000
1371.000,2.866,6.386,1.000,0.380,4.000
187.000,2.645,5.798,1.000,0.500,1.000
10086.000,2.648,6.858,1.000,0.480,1.000
1487.000,3.064,6.096,1.000,0.490,1.000
1754.000,2.560,6.612,1.000,0.530,1.000
1485.000,2.563,6.315,1.000,0.590,3.000
959.000,2.384,6.909,1.000,0.620,3.000
3103.000,2.500,6.068,1.000,0.470,1.000
10331.000,2.322,6.549,1.000,0.680,2.000
855.000,3.035,6.957,1.000,0.480,1.000
2856.000,2.720,6.403,1.000,0.540,1.000
2831.000,2.620,5.795,1.000,0.490,1.000
5427.000,2.500,6.221,1.000,0.560,3.000
4193.000,2.381,5.761,1.000,0.490,1.000
456.000,2.425,6.407,1.000,0.430,4.000
100.000,2.620,6.182,1.000,0.580,3.000
1571.000,2.439,6.195,1.000,0.560,3.000
1332.000,2.594,5.940,1.000,0.390,4.000
1989.000,2.784,6.146,1.000,0.380,4.000
1027.000,2.711,6.202,1.000,0.530,1.000
1686.000,2.537,6.211,1.000,0.470,1.000
1109.000,2.651,6.295,1.000,0.610,3.000
1599.000,2.665,5.685,1.000,0.550,1.000
1769.000,2.519,5.936,1.000,0.520,1.000
218.000,2.441,5.992,1.000,0.530,1.000
2085.000,2.820,6.166,1.000,0.310,4.000
987.000,2.800,6.902,1.000,0.680,2.000
9106.000,2.471,6.103,1.000,0.330,4.000
1347.000,2.828,6.904,1.000,0.500,1.000
2936.000,2.632,5.988,1.000,0.550,1.000
566.000,2.662,5.828,1.000,0.450,1.000
20.000,2.778,6.229,1.000,0.610,3.000
2743.000,2.552,6.412,1.000,0.530,1.000
5756.000,2.670,5.766,1.000,0.580,3.000
3446.000,2.380,6.717,1.000,0.600,3.000
11.000,2.515,6.702,1.000,0.500,1.000
1313.000,2.340,7.017,1.000,0.500,1.000
1533.000,2.468,5.851,1.000,0.490,1.000
1321.000,2.824,6.582,1.000,0.570,3.000
1495.000,2.532,6.760,1.000,0.500,1.000
103.000,2.775,6.551,1.000,0.510,1.000
1360.000,2.445,6.108,1.000,0.540,1.000
3142.000,2.520,5.740,1.000,0.260,4.000
951.000,2.754,6.076,1.000,0.460,1.000
7088.000,2.640,6.583,1.000,0.700,2.000
2417.000,2.572,5.606,1.000,0.460,1.000
1780.000,2.641,5.911,1.000,0.490,1.000
5598.000,2.425,5.555,1.000,0.270,4.000
2787.000,2.709,5.989,1.000,0.250,4.000
1835.000,2.660,6.109,1.000,0.670,2.000
995.000,2.505,6.312,1.000,0.550,1.000
1458.000,2.647,6.903,1.000,0.620,3.000
2938.000,2.531,6.420,1.000,0.560,3.000
900.000,2.753,6.058,1.000,0.590,3.000
9445.000,2.494,6.041,1.000,0.360,4.000
1067.000,2.820,6.932,1.000,0.620,3.000
2592.000,2.652,6.870,1.000,0.580,3.000
185.000,2.868,5.720,1.000,0.430,4.000
1259.000,2.585,5.786,1.000,0.600,3.000
1705.000,2.590,5.761,1.000,0.490,1.000
1214.000,2.434,5.954,1.000,0.380,4.000
2010.000,2.890,6.196,1.000,0.610,3.000
1448.000,2.882,6.933,1.000,0.360,4.000
1458.000,2.941,5.749,1.000,0.490,1.000
507.000,2.548,6.319,1.000,0.560,3.000
1984.000,2.730,6.131,1.000,0.570,3.000
3512.000,2.960,6.627,1.000,0.520,1.000
8637.000,2.490,5.870,1.000,0.590,3.000
2604.000,2.861,6.531,1.000,0.510,1.000
2437.000,2.400,5.837,1.000,0.380,4.000
1587.000,2.600,6.087,1.000,0.480,1.000
1044.000,2.762,6.375,1.000,0.570,3.000
1665.000,2.626,6.662,1.000,0.480,1.000
456.000,2.425,6.407,1.000,0.430,4.000
1907.000,2.760,6.603,1.000,0.580,3.000
1073.000,2.513,5.718,1.000,0.390,4.000
2042.000,2.408,5.936,1.000,0.550,1.000
455.000,2.638,5.648,1.000,0.350,4.000
1670.000,2.612,6.693,1.000,0.490,1.000
2685.000,2.490,5.928,1.000,0.660,2.000
2841.000,2.881,6.475,1.000,0.510,1.000
1418.000,2.495,6.091,1.000,0.630,3.000
1752.000,2.658,6.121,1.000,0.570,3.000
4443.000,2.444,6.105,1.000,0.450,1.000
2841.000,2.350,6.199,1.000,0.540,1.000
3380.000,2.910,6.263,1.000,0.490,1.000
2500.000,2.900,6.166,1.000,0.430,4.000
2605.000,2.685,5.270,1.000,0.490,1.000
38.000,2.567,5.963,1.000,0.420,4.000
5337.000,2.682,6.067,1.000,0.540,1.000
385.000,2.476,5.661,1.000,0.550,1.000
5302.000,2.590,6.141,1.000,0.380,4.000
1284.000,2.728,6.093,1.000,0.300,4.000
5.000,2.557,6.650,1.000,0.580,3.000
1093.000,2.639,5.962,1.000,0.250,4.000
5395.000,2.684,5.672,1.000,0.350,4.000
7362.000,2.753,6.966,1.000,0.670,2.000
1466.000,2.695,6.233,1.000,0.670,2.000
1432.000,2.773,6.096,1.000,0.540,1.000
1506.000,2.585,6.029,1.000,0.330,4.000
2260.000,2.572,6.218,1.000,0.490,1.000
2573.000,2.620,5.741,1.000,0.650,3.000
4064.000,2.577,6.612,1.000,0.340,4.000
1255.000,2.323,5.857,1.000,0.570,3.000
7144.000,2.585,6.081,1.000,0.480,1.000
2681.000,2.497,6.115,1.000,0.490,1.000
2649.000,2.769,6.647,1.000,0.630,3.000
1278.000,2.771,6.815,1.000,0.570,3.000
1321.000,2.824,6.582,1.000,0.570,3.000
19.000,2.470,6.150,1.000,0.560,3.000
4821.000,2.430,5.821,1.000,0.400,4.000
1250.000,2.611,6.635,1.000,0.560,3.000
1674.000,2.823,6.611,1.000,0.590,3.000
1366.000,2.421,6.191,1.000,0.600,3.000
6238.000,2.581,6.008,1.000,0.370,4.000
2450.000,2.686,6.754,1.000,0.540,1.000
968.000,2.558,6.223,1.000,0.560,3.000
5959.000,2.589,5.809,1.000,0.580,3.000
984.000,2.445,6.629,1.000,0.590,3.000
3561.000,2.489,5.909,1.000,0.450,1.000
4606.000,2.687,7.151,1.000,0.680,2.000
1447.000,2.228,5.965,1.000,0.560,3.000
978.000,2.694,6.224,1.000,0.580,3.000
7679.000,2.617,5.761,1.000,0.530,1.000
1369.000,2.623,5.996,1.000,0.560,3.000
950.000,2.606,6.049,1.000,0.410,4.000
1095.000,2.656,5.813,1.000,0.630,3.000
1765.000,2.599,6.075,1.000,0.600,3.000
3382.000,2.560,6.092,1.000,0.530,1.000
2895.000,2.656,6.030,1.000,0.670,2.000
1375.000,2.495,6.136,1.000,0.520,1.000
4293.000,2.522,6.220,1.000,0.540,1.000
18666.000,2.781,6.269,1.000,0.460,1.000
1105.000,2.515,6.066,1.000,0.480,1.000
549.000,2.729,5.893,1.000,0.460,1.000
1781.000,2.118,6.159,1.000,0.550,1.000
1897.000,2.714,6.117,1.000,0.700,2.000
1463.000,3.035,6.365,1.000,0.460,1.000
1008.000,2.690,6.480,1.000,0.420,4.000
3265.000,2.705,6.206,1.000,0.580,3.000
1656.000,2.715,6.314,1.000,0.610,3.000
2902.000,2.610,5.874,1.000,0.550,1.000
1937.000,2.520,6.161,1.000,0.510,1.000
2479.000,2.801,6.711,1.000,0.520,1.000
9654.000,2.537,5.671,1.000,0.560,3.000
1387.000,2.626,5.911,1.000,0.550,1.000
2517.000,2.683,5.590,1.000,0.500,1.000
5699.000,2.400,5.859,1.000,0.530,1.000
305.000,2.789,7.224,1.000,0.580,3.000
5104.000,2.637,5.968,1.000,0.430,4.000
1648.000,2.696,6.595,1.000,0.540,1.000
19.000,2.740,5.922,1.000,0.550,1.000
1257.000,2.570,6.783,1.000,0.580,3.000
2882.000,2.572,6.463,1.000,0.480,1.000
1504.000,2.663,6.633,1.000,0.520,1.000
6835.000,3.100,6.952,1.000,0.480,1.000
1273.000,2.694,6.568,1.000,0.420,4.000
6138.000,2.553,5.373,1.000,0.630,3.000
4429.000,2.579,6.102,1.000,0.580,3.000
1716.000,2.487,7.159,1.000,0.660,2.000
2411.000,2.513,5.925,1.000,0.430,4.000
5705.000,2.838,5.725,1.000,0.630,3.000
3112.000,2.517,5.693,1.000,0.360,4.000
1777.000,2.938,6.542,1.000,0.590,3.000
2870.000,2.655,6.024,1.000,0.590,3.000
10639.000,2.325,5.996,1.000,0.510,1.000
2380.000,2.488,6.384,1.000,0.440,4.000
5197.000,2.790,5.970,1.000,0.470,1.000
2703.000,2.456,5.961,1.000,0.440,4.000
3307.000,2.603,6.545,1.000,0.590,3.000
4582.000,2.562,6.596,1.000,0.520,1.000
2739.000,2.573,5.812,1.000,0.500,1.000
12809.000,2.334,6.229,1.000,0.620,3.000
1374.000,2.931,6.569,1.000,0.610,3.000
2295.000,2.687,6.280,1.000,0.500,1.000
1965.000,2.617,6.813,1.000,0.600,3.000
1709.000,2.630,5.640,1.000,0.390,4.000
543.000,2.492,7.170,1.000,0.470,1.000
6782.000,2.718,6.379,1.000,0.530,1.000
816.000,2.767,6.200,1.000,0.490,1.000
1779.000,2.578,5.618,1.000,0.540,1.000
1496.000,3.107,7.017,1.000,0.480,1.000
781.000,2.608,6.117,1.000,0.480,1.000
285.000,2.570,5.838,1.000,0.570,3.000
1081.000,2.653,5.904,1.000,0.580,3.000
2402.000,2.535,6.402,1.000,0.520,1.000
1557.000,2.828,5.814,1.000,0.550,1.000
904.000,2.640,5.953,1.000,0.550,1.000
1675.000,2.631,6.310,1.000,0.370,4.000
17127.000,2.633,6.110,1.000,0.580,3.000
1265.000,2.621,6.254,1.000,0.660,2.000
1632.000,2.822,6.326,1.000,0.520,1.000
885.000,2.612,5.567,1.000,0.470,1.000
3536.000,2.676,6.650,1.000,0.430,4.000
506.000,2.815,5.790,1.000,0.660,2.000
1740.000,2.620,6.310,1.000,0.560,3.000
217.000,2.810,6.345,1.000,0.530,1.000
1720.000,2.902,6.286,1.000,0.500,1.000
2709.000,2.487,5.636,1.000,0.400,4.000
73.000,2.604,5.949,1.000,0.590,3.000
1479.000,2.689,5.986,1.000,0.560,3.000
2033.000,2.568,6.459,1.000,0.530,1.000
1157.000,2.548,5.790,1.000,0.520,1.000
1518.000,2.800,5.620,1.000,0.510,1.000
2839.000,2.154,6.800,1.000,0.500,1.000
1639.000,2.473,6.562,1.000,0.560,3.000
209.000,2.449,5.629,1.000,0.590,3.000
1679.000,2.786,6.386,1.000,0.480,1.000
1706.000,2.597,6.829,1.000,0.530,1.000
1806.000,2.580,5.332,1.000,0.370,4.000
8547.000,2.513,6.481,1.000,0.440,4.000
2788.000,2.901,6.270,1.000,0.700,2.000
1666.000,2.690,6.873,1.000,0.570,3.000
7863.000,2.661,7.109,1.000,0.530,1.000
15644.000,2.750,6.020,1.000,0.630,3.000
1498.000,2.717,6.316,1.000,0.580,3.000
1328.000,2.520,7.087,1.000,0.620,3.000
17494.000,2.658,5.330,1.000,0.650,3.000
6893.000,2.581,5.627,1.000,0.560,3.000
1393.000,2.699,5.862,1.000,0.550,1.000
1652.000,2.462,5.795,1.000,0.490,1.000
1436.000,2.587,6.338,1.000,0.590,3.000
1954.000,2.613,5.611,1.000,0.570,3.000
1854.000,2.647,6.978,1.000,0.530,1.000
1143.000,2.497,5.569,1.000,0.560,3.000
1343.000,2.523,5.936,1.000,0.560,3.000
7252.000,2.602,6.810,1.000,0.520,1.000
7981.000,2.510,6.153,1.000,0.470,1.000
4361.000,2.708,6.932,1.000,0.510,1.000
3398.000,2.541,6.511,1.000,0.600,3.000
1580.000,2.759,5.796,1.000,0.620,3.000
5814.000,2.577,6.027,1.000,0.480,1.000
1130.000,2.532,5.876,1.000,0.430,4.000
1277.000,2.793,5.949,1.000,0.520,1.000
1982.000,2.454,6.100,1.000,0.550,1.000
5416.000,2.620,6.067,1.000,0.610,3.000
1493.000,2.759,6.714,1.000,0.580,3.000
1227.000,2.703,6.735,1.000,0.520,1.000
923.000,2.643,6.279,1.000,0.470,1.000
328.000,2.708,6.807,1.000,0.420,4.000
4361.000,2.348,5.829,1.000,0.250,4.000
1690.000,2.899,6.668,1.000,0.420,4.000
1621.000,2.596,6.382,1.000,0.640,3.000
41.000,2.313,6.428,1.000,0.630,3.000
1365.000,2.930,5.981,1.000,0.560,3.000
5656.000,2.773,6.413,1.000,0.360,4.000
3535.000,2.666,6.488,1.000,0.500,1.000
1731.000,2.718,6.495,1.000,0.400,4.000
11017.000,2.655,6.485,1.000,0.590,3.000
1454.000,2.734,6.986,1.000,0.510,1.000
5699.000,2.400,5.859,1.000,0.530,1.000
1798.000,2.778,6.251,1.000,0.430,4.000
781.000,2.608,6.117,1.000,0.480,1.000
3291.000,2.641,5.830,1.000,0.640,3.000
1342.000,2.658,5.930,1.000,0.640,3.000
383.000,2.374,6.063,1.000,0.550,1.000
8832.000,2.371,6.235,1.000,0.560,3.000
1466.000,2.699,5.871,1.000,0.520,1.000
1236.000,2.610,5.771,1.000,0.580,3.000
5708.000,2.614,5.890,1.000,0.520,1.000
1316.000,2.580,6.553,1.000,0.640,3.000
2593.000,2.490,6.408,1.000,0.590,3.000
2911.000,2.602,5.444,1.000,0.600,3.000
4912.000,2.653,6.555,1.000,0.620,3.000
5717.000,2.597,6.585,1.000,0.610,3.000
1017.000,2.551,5.648,1.000,0.520,1.000
7298.000,2.638,7.263,1.000,0.540,1.000
1544.000,2.523,6.171,1.000,0.460,1.000
96.000,2.445,6.242,1.000,0.310,4.000
1197.000,2.497,6.129,1.000,0.500,1.000
3355.000,2.572,5.894,1.000,0.540,1.000
8176.000,2.887,6.491,1.000,0.610,3.000
4217.000,2.589,7.114,1.000,0.510,1.000
4480.000,2.316,6.709,1.000,0.470,1.000
1387.000,2.437,5.619,1.000,0.570,3.000
1606.000,2.537,5.909,1.000,0.540,1.000
1710.000,2.789,5.761,1.000,0.530,1.000
2397.000,2.547,6.855,1.000,0.560,3.000
1499.000,2.470,5.778,1.000,0.430,4.000
1160.000,2.401,5.788,1.000,0.590,3.000
2595.000,2.491,6.144,1.000,0.470,1.000
2589.000,2.543,6.522,1.000,0.580,3.000
162.000,2.290,6.847,1.000,0.610,3.000
6067.000,2.563,5.378,1.000,0.490,1.000
5379.000,2.340,5.678,1.000,0.650,3.000
653.000,2.463,6.198,1.000,0.460,1.000
1509.000,2.703,6.500,1.000,0.570,3.000
4655.000,2.627,6.635,1.000,0.510,1.000
211.000,2.870,6.289,1.000,0.580,3.000
1426.000,2.664,6.488,1.000,0.440,4.000
2553.000,2.649,6.287,1.000,0.470,1.000
183.000,2.578,6.052,1.000,0.510,1.000
740.000,2.488,6.772,1.000,0.460,1.000
6127.000,2.501,6.355,1.000,0.530,1.000
2279.000,2.580,6.022,1.000,0.590,3.000
2321.000,2.816,6.582,1.000,0.590,3.000
60.000,2.823,6.977,1.000,0.440,4.000
1916.000,2.685,6.556,1.000,0.510,1.000
467.000,2.415,5.682,1.000,0.510,1.000
3150.000,2.620,6.206,1.000,0.330,4.000
2658.000,2.625,5.961,1.000,0.420,4.000
10410.000,2.611,6.263,1.000,0.490,1.000
2979.000,2.880,6.433,1.000,0.650,3.000
441.000,2.737,6.552,1.000,0.600,3.000
2887.000,2.950,6.464,1.000,0.520,1.000
1305.000,2.603,6.183,1.000,0.610,3.000
2438.000,2.620,5.410,1.000,0.620,3.000
16913.000,2.762,6.417,1.000,0.370,4.000
4193.000,2.591,6.177,1.000,0.520,1.000
1647.000,2.497,6.949,1.000,0.630,3.000
2832.000,2.474,5.727,1.000,0.600,3.000
3220.000,2.958,6.813,1.000,0.620,3.000
756.000,2.751,6.481,1.000,0.480,1.000
173.000,2.592,6.734,1.000,0.280,4.000
1296.000,2.617,6.681,1.000,0.620,3.000
2649.000,2.058,6.265,1.000,0.500,1.000
907.000,2.483,5.860,1.000,0.560,3.000
5955.000,2.889,6.117,1.000,0.390,4.000
156.000,2.950,5.975,1.000,0.640,3.000
1984.000,2.746,5.667,1.000,0.640,3.000
1312.000,2.488,6.099,1.000,0.550,1.000
787.000,2.652,6.461,1.000,0.610,3.000
1450.000,2.797,6.319,1.000,0.350,4.000
1938.000,2.460,5.388,1.000,0.540,1.000
190.000,2.421,6.167,1.000,0.520,1.000
2.000,2.666,6.187,1.000,0.460,1.000
1616.000,2.421,6.279,1.000,0.560,3.000
1733.000,2.659,6.372,1.000,0.570,3.000
1778.000,2.429,6.225,1.000,0.430,4.000
2767.000,2.480,5.851,1.000,0.600,3.000
4496.000,2.818,6.049,1.000,0.410,4.000
2646.000,2.492,5.788,1.000,0.370,4.000
1255.000,2.699,5.862,1.000,0.510,1.000
1621.000,2.548,6.999,1.000,0.680,2.000
1625.000,2.293,6.069,1.000,0.310,4.000
204.000,2.416,6.184,1.000,0.480,1.000
1474.000,2.787,6.580,1.000,0.670,2.000
1053.000,2.671,6.545,1.000,0.560,3.000
396.000,2.850,6.131,1.000,0.460,1.000
503.000,3.046,6.779,1.000,0.540,1.000
2842.000,2.760,5.996,1.000,0.520,1.000
4761.000,2.755,7.221,1.000,0.530,1.000
11348.000,2.644,6.840,1.000,0.620,3.000
1528.000,2.522,5.863,1.000,0.280,4.000
1384.000,2.620,5.375,1.000,0.530,1.000
901.000,2.606,6.091,1.000,0.520,1.000
1291.000,2.473,6.505,1.000,0.270,4.000
25.000,2.479,5.788,1.000,0.510,1.000
87.000,2.515,5.711,1.000,0.620,3.000
1391.000,2.751,6.498,1.000,0.590,3.000
3076.000,2.345,6.906,1.000,0.610,3.000
28.000,2.717,6.210,1.000,0.560,3.000
1168.000,2.406,6.061,1.000,0.520,1.000
4322.000,2.683,5.920,1.000,0.640,3.000
1.000,2.645,6.178,1.000,0.560,3.000
1167.000,2.669,6.819,1.000,0.590,3.000
1782.000,2.616,6.530,1.000,0.530,1.000
1167.000,2.544,6.098,1.000,0.550,1.000
1761.000,2.468,6.617,1.000,0.610,3.000
14511.000,2.360,6.051,1.000,0.380,4.000
1286.000,2.569,6.176,1.000,0.400,4.000
1317.000,2.677,5.897,1.000,0.430,4.000
5975.000,2.366,6.680,1.000,0.470,1.000
1687.000,2.695,6.613,1.000,0.460,1.000
7060.000,2.730,6.087,1.000,0.630,3.000
626.000,2.735,5.889,1.000,0.440,4.000
4158.000,2.900,5.695,1.000,0.500,1.000
2442.000,2.466,6.366,1.000,0.540,1.000
1946.000,2.384,5.979,1.000,0.640,3.000
1415.000,2.434,6.473,1.000,0.550,1.000
2813.000,2.566,6.167,1.000,0.600,3.000
1057.000,3.002,7.267,1.000,0.540,1.000
1406.000,2.666,5.930,1.000,0.500,1.000
1768.000,2.649,6.327,1.000,0.490,1.000
1168.000,2.708,6.081,1.000,0.520,1.000
1283.000,2.567,5.624,1.000,0.350,4.000
1597.000,2.386,5.900,1.000,0.560,3.000
1354.000,2.399,6.452,1.000,0.600,3.000
1118.000,2.535,6.022,1.000,0.410,4.000
974.000,2.390,5.969,1.000,0.510,1.000
1527.000,2.760,5.963,1.000,0.580,3.000
5369.000,2.937,6.205,1.000,0.520,1.000
1375.000,2.790,6.598,1.000,0.570,3.000
1165.000,2.580,6.253,1.000,0.420,4.000
1509.000,2.742,6.683,1.000,0.590,3.000
1047.000,2.833,6.611,1.000,0.500,1.000
1315.000,2.793,6.607,1.000,0.330,4.000
1289.000,2.590,6.434,1.000,0.450,1.000
1051.000,2.700,5.582,1.000,0.580,3.000
1348.000,2.770,5.617,1.000,0.370,4.000
2908.000,2.534,5.943,1.000,0.410,4.000
3119.000,2.313,5.941,1.000,0.460,1.000
5874.000,2.428,6.225,1.000,0.600,3.000
4583.000,2.835,6.572,1.000,0.620,3.000
1579.000,2.560,6.083,1.000,0.600,3.000
