time_betw_scan_hours,CA,YM,Class,dea_eff,cluster efficency - 5 clusters
1365.000,2.810,7.055,0.000,0.560,3.000
1469.000,2.710,6.318,0.000,0.430,4.000
48.000,2.444,6.604,0.000,0.540,1.000
1513.000,2.544,7.344,0.000,0.810,0.000
1283.000,2.595,6.536,0.000,0.760,2.000
1721.000,2.920,6.060,0.000,0.840,0.000
1228.000,2.527,7.104,0.000,0.740,2.000
1149.000,2.413,6.650,0.000,0.790,2.000
498.000,2.454,6.554,0.000,0.380,4.000
144.000,2.808,5.752,0.000,0.570,3.000
183.000,2.810,7.250,0.000,0.670,2.000
1386.000,2.638,7.255,0.000,0.760,2.000
6157.000,2.837,6.237,0.000,1.000,0.000
3006.000,2.561,6.549,0.000,0.710,2.000
1492.000,2.810,5.377,0.000,0.810,0.000
1723.000,2.625,7.010,0.000,1.000,0.000
1820.000,2.550,6.583,0.000,0.720,2.000
1137.000,2.250,6.020,0.000,0.900,0.000
1415.000,2.560,6.442,0.000,0.610,3.000
1835.000,2.865,6.952,0.000,0.510,1.000
2511.000,2.668,6.637,0.000,0.640,3.000
1525.000,2.870,6.443,0.000,0.440,4.000
2682.000,2.388,7.329,0.000,0.690,2.000
1474.000,2.838,6.698,0.000,0.720,2.000
1229.000,2.630,7.148,0.000,0.490,1.000
287.000,2.652,6.747,0.000,0.640,3.000
5255.000,2.688,6.437,0.000,0.440,4.000
1288.000,2.510,7.393,0.000,0.730,2.000
1315.000,2.395,6.946,0.000,0.920,0.000
1839.000,2.484,6.293,0.000,0.580,3.000
2658.000,2.543,6.955,0.000,0.740,2.000
826.000,2.454,6.316,0.000,0.600,3.000
1120.000,2.690,5.491,0.000,0.600,3.000
746.000,2.720,6.331,0.000,0.660,2.000
1613.000,2.603,7.365,0.000,0.600,3.000
4100.000,2.954,6.450,0.000,0.510,1.000
3867.000,2.600,7.323,0.000,0.870,0.000
1465.000,3.010,6.426,0.000,0.550,1.000
871.000,2.590,7.064,0.000,0.770,2.000
1685.000,2.940,7.036,0.000,0.750,2.000
2379.000,2.377,7.253,0.000,0.500,1.000
68.000,2.495,6.676,0.000,0.590,3.000
511.000,2.672,6.449,0.000,0.680,2.000
894.000,2.485,6.668,0.000,0.770,2.000
5482.000,2.470,6.987,0.000,0.760,2.000
2891.000,2.580,6.882,0.000,0.680,2.000
651.000,2.623,6.600,0.000,0.360,4.000
1866.000,2.670,5.951,0.000,0.700,2.000
2438.000,2.976,7.072,0.000,1.000,0.000
1881.000,2.838,5.420,0.000,0.740,2.000
1822.000,2.614,6.348,0.000,0.720,2.000
1871.000,2.612,5.999,0.000,0.420,4.000
2861.000,2.642,7.101,0.000,0.900,0.000
1607.000,2.615,5.418,0.000,0.280,4.000
38.000,2.520,6.857,0.000,0.740,2.000
10108.000,2.658,7.161,0.000,0.630,3.000
1152.000,2.730,7.331,0.000,0.800,2.000
898.000,2.414,7.167,0.000,0.630,3.000
1257.000,2.386,6.372,0.000,0.450,1.000
1672.000,2.752,5.953,0.000,0.950,0.000
1730.000,2.421,6.303,0.000,0.560,3.000
4492.000,2.550,6.284,0.000,0.810,0.000
1439.000,2.657,6.366,0.000,0.380,4.000
2451.000,2.645,7.095,0.000,0.720,2.000
2038.000,2.620,6.304,0.000,0.470,1.000
98.000,2.840,5.622,0.000,0.850,0.000
80.000,2.426,6.900,0.000,0.710,2.000
3813.000,2.379,6.729,0.000,0.740,2.000
1346.000,2.815,7.179,0.000,0.650,3.000
4503.000,2.566,6.595,0.000,0.600,3.000
2487.000,2.703,6.976,0.000,0.780,2.000
4335.000,2.400,6.045,0.000,0.740,2.000
2836.000,2.643,6.329,0.000,0.710,2.000
1889.000,2.710,5.516,0.000,0.840,0.000
2123.000,2.644,5.925,0.000,0.460,1.000
1493.000,2.619,6.972,0.000,0.660,2.000
1245.000,2.502,6.442,0.000,0.840,0.000
1622.000,2.742,6.971,0.000,0.720,2.000
3972.000,2.724,7.054,0.000,0.640,3.000
1081.000,2.692,7.282,0.000,0.820,0.000
1272.000,2.620,6.331,0.000,0.890,0.000
897.000,2.415,6.659,0.000,0.860,0.000
196.000,2.429,5.606,0.000,0.820,0.000
1609.000,2.774,5.726,0.000,0.910,0.000
1411.000,2.756,6.987,0.000,0.670,2.000
1934.000,2.393,6.838,0.000,0.620,3.000
522.000,2.858,6.446,0.000,0.740,2.000
8809.000,2.575,6.270,0.000,0.620,3.000
913.000,2.479,6.993,0.000,0.710,2.000
1789.000,2.580,6.435,0.000,0.710,2.000
2596.000,2.230,5.223,0.000,0.720,2.000
1632.000,2.690,6.945,0.000,0.600,3.000
783.000,2.832,6.653,0.000,0.600,3.000
2807.000,2.703,6.476,0.000,0.850,0.000
1376.000,2.590,7.180,0.000,0.840,0.000
2777.000,2.626,6.706,0.000,0.480,1.000
5789.000,2.895,6.844,0.000,0.530,1.000
1082.000,2.374,7.193,0.000,0.710,2.000
1589.000,2.867,6.330,0.000,0.630,3.000
1288.000,2.607,6.767,0.000,0.520,1.000
1543.000,2.650,6.526,0.000,0.690,2.000
111.000,2.686,6.990,0.000,0.770,2.000
473.000,2.630,5.748,0.000,0.970,0.000
1705.000,2.650,7.205,0.000,0.660,2.000
268.000,2.663,6.996,0.000,0.880,0.000
564.000,2.638,6.007,0.000,0.670,2.000
1629.000,2.493,6.144,0.000,0.600,3.000
1901.000,2.575,6.939,0.000,0.620,3.000
3066.000,2.611,6.783,0.000,0.710,2.000
1663.000,2.518,6.919,0.000,0.410,4.000
1110.000,2.722,5.762,0.000,0.770,2.000
1596.000,2.809,6.336,0.000,0.620,3.000
2998.000,2.731,7.064,0.000,0.640,3.000
614.000,2.626,6.360,0.000,0.720,2.000
2348.000,2.794,6.803,0.000,0.730,2.000
3219.000,2.504,7.206,0.000,0.720,2.000
1435.000,2.643,6.638,0.000,0.500,1.000
1632.000,2.827,5.556,0.000,0.990,0.000
1649.000,2.630,6.599,0.000,0.700,2.000
3281.000,2.780,6.724,0.000,0.540,1.000
1043.000,2.449,7.058,0.000,0.460,1.000
1080.000,2.607,6.990,0.000,0.560,3.000
4099.000,2.790,5.943,0.000,0.520,1.000
2848.000,2.594,6.553,0.000,0.660,2.000
4938.000,2.562,5.878,0.000,0.980,0.000
1384.000,2.701,6.526,0.000,0.710,2.000
38.000,2.501,6.010,0.000,0.690,2.000
4670.000,2.870,6.861,0.000,0.850,0.000
1352.000,2.595,6.437,0.000,0.680,2.000
1591.000,2.417,7.114,0.000,0.620,3.000
6304.000,2.632,6.970,0.000,0.740,2.000
1323.000,2.485,5.494,0.000,0.570,3.000
6669.000,2.410,6.120,0.000,0.870,0.000
11066.000,2.898,6.235,0.000,0.340,4.000
1770.000,2.775,6.229,0.000,0.700,2.000
1252.000,2.401,6.917,0.000,0.690,2.000
1501.000,2.437,7.003,0.000,0.580,3.000
170.000,2.652,6.863,0.000,0.680,2.000
4808.000,2.608,5.978,0.000,0.490,1.000
741.000,2.520,6.635,0.000,0.420,4.000
129.000,2.670,6.359,0.000,0.700,2.000
1424.000,2.632,6.654,0.000,0.860,0.000
1402.000,2.678,6.113,0.000,0.550,1.000
1345.000,2.558,6.921,0.000,0.730,2.000
7760.000,2.477,6.546,0.000,0.760,2.000
1877.000,2.441,5.665,0.000,0.550,1.000
2619.000,2.647,6.768,0.000,0.750,2.000
1500.000,2.749,6.853,0.000,0.270,4.000
1713.000,2.650,7.012,0.000,0.690,2.000
1116.000,2.660,7.192,0.000,0.720,2.000
1987.000,2.599,6.062,0.000,0.910,0.000
28.000,2.419,5.684,0.000,0.730,2.000
1491.000,2.811,5.464,0.000,0.640,3.000
165.000,2.352,6.998,0.000,0.720,2.000
4981.000,2.591,6.015,0.000,0.800,2.000
43.000,2.810,6.155,0.000,0.600,3.000
266.000,2.901,6.858,0.000,1.000,0.000
533.000,2.581,7.274,0.000,0.750,2.000
1162.000,2.360,6.900,0.000,0.760,2.000
10086.000,2.585,6.991,0.000,0.450,1.000
2461.000,2.650,6.822,0.000,0.590,3.000
2683.000,2.390,6.025,0.000,0.760,2.000
5842.000,2.601,6.670,0.000,0.590,3.000
3070.000,2.652,6.285,0.000,0.820,0.000
3266.000,2.573,6.598,0.000,0.460,1.000
2112.000,2.668,7.244,0.000,0.560,3.000
1974.000,2.662,7.220,0.000,0.800,2.000
2887.000,2.570,6.563,0.000,0.380,4.000
5005.000,2.614,5.875,0.000,0.790,2.000
7194.000,2.346,6.269,0.000,1.000,0.000
7113.000,2.262,6.406,0.000,0.580,3.000
1331.000,2.471,5.651,0.000,0.780,2.000
86.000,2.499,6.861,0.000,0.930,0.000
1719.000,2.448,6.344,0.000,0.390,4.000
101.000,2.613,7.033,0.000,0.480,1.000
1146.000,2.918,5.700,0.000,0.690,2.000
50.000,2.471,6.493,0.000,0.410,4.000
5433.000,2.762,6.373,0.000,0.510,1.000
1560.000,2.386,6.865,0.000,0.570,3.000
1290.000,2.598,5.756,0.000,0.750,2.000
1101.000,2.709,5.795,0.000,0.680,2.000
4462.000,2.650,5.728,0.000,0.730,2.000
1512.000,2.518,6.838,0.000,0.760,2.000
1844.000,2.580,6.911,0.000,0.880,0.000
132.000,2.760,6.831,0.000,0.740,2.000
1509.000,2.435,5.660,0.000,0.670,2.000
972.000,2.583,6.737,0.000,1.000,0.000
1725.000,2.544,7.105,0.000,0.720,2.000
1763.000,2.566,6.094,0.000,0.920,0.000
138.000,2.628,6.297,0.000,0.760,2.000
5901.000,2.657,6.541,0.000,0.840,0.000
655.000,2.751,5.605,0.000,0.870,0.000
1461.000,3.007,5.784,0.000,0.410,4.000
2558.000,2.790,6.487,0.000,0.490,1.000
1046.000,2.732,7.112,0.000,0.570,3.000
1701.000,2.665,5.508,0.000,0.710,2.000
1442.000,2.459,5.832,0.000,0.870,0.000
4636.000,2.627,6.653,0.000,0.630,3.000
198.000,2.371,6.777,0.000,0.700,2.000
244.000,2.748,6.538,0.000,0.580,3.000
2663.000,2.517,7.022,0.000,0.690,2.000
2919.000,2.786,7.269,0.000,0.670,2.000
914.000,2.705,6.887,0.000,0.720,2.000
1363.000,2.344,6.965,0.000,0.740,2.000
1603.000,2.548,7.162,0.000,0.840,0.000
1523.000,2.563,6.871,0.000,0.620,3.000
2192.000,2.670,6.786,0.000,0.500,1.000
1559.000,2.956,6.681,0.000,0.720,2.000
1441.000,2.606,5.661,0.000,0.930,0.000
3356.000,2.534,7.277,0.000,0.570,3.000
133.000,2.721,6.560,0.000,0.420,4.000
1007.000,2.585,6.757,0.000,0.650,3.000
1516.000,2.253,6.691,0.000,0.620,3.000
1326.000,2.660,6.911,0.000,0.620,3.000
123.000,3.000,6.854,0.000,0.490,1.000
9183.000,2.514,6.544,0.000,0.660,2.000
1439.000,2.739,5.680,0.000,0.870,0.000
2994.000,2.630,6.582,0.000,0.570,3.000
470.000,2.819,5.829,0.000,0.940,0.000
5888.000,2.339,6.367,0.000,0.720,2.000
1029.000,2.664,7.211,0.000,0.600,3.000
424.000,2.342,6.868,0.000,0.510,1.000
1206.000,2.899,6.302,0.000,0.470,1.000
61.000,2.566,6.585,0.000,1.000,0.000
850.000,2.381,7.021,0.000,0.480,1.000
1726.000,2.544,7.046,0.000,0.750,2.000
4144.000,2.592,7.372,0.000,0.530,1.000
450.000,2.192,7.133,0.000,0.610,3.000
5760.000,2.630,6.466,0.000,0.730,2.000
1664.000,2.630,6.315,0.000,0.500,1.000
3359.000,2.569,6.590,0.000,0.690,2.000
2557.000,2.468,6.076,0.000,0.610,3.000
1609.000,2.559,6.686,0.000,0.770,2.000
75.000,2.637,6.216,0.000,0.680,2.000
5170.000,2.916,6.860,0.000,0.700,2.000
1578.000,2.514,6.519,0.000,0.690,2.000
1555.000,2.600,5.916,0.000,0.610,3.000
2578.000,2.340,7.068,0.000,0.610,3.000
28.000,2.508,6.405,0.000,0.570,3.000
1514.000,2.382,7.342,0.000,0.780,2.000
1665.000,2.620,7.070,0.000,0.900,0.000
9744.000,2.361,7.163,0.000,0.730,2.000
941.000,2.812,7.271,0.000,0.780,2.000
6255.000,2.545,6.653,0.000,0.860,0.000
1716.000,2.402,7.384,0.000,0.880,0.000
1514.000,2.634,6.610,0.000,0.720,2.000
7797.000,2.860,6.694,0.000,0.700,2.000
1466.000,2.680,6.452,0.000,0.440,4.000
980.000,2.740,6.381,0.000,0.540,1.000
2871.000,2.476,6.564,0.000,0.680,2.000
1216.000,2.974,6.328,0.000,0.550,1.000
1767.000,2.386,6.615,0.000,0.360,4.000
2850.000,2.630,5.434,0.000,0.830,0.000
1333.000,2.684,6.305,0.000,0.500,1.000
2491.000,2.440,6.699,0.000,0.580,3.000
1951.000,2.544,7.090,0.000,0.880,0.000
1119.000,2.584,6.026,0.000,0.650,3.000
1864.000,2.678,6.989,0.000,0.740,2.000
985.000,2.751,7.032,0.000,1.000,0.000
1512.000,2.536,6.629,0.000,0.730,2.000
1060.000,2.585,6.735,0.000,0.450,1.000
971.000,2.622,5.280,0.000,0.690,2.000
1031.000,2.883,6.849,0.000,0.580,3.000
4042.000,2.635,7.335,0.000,0.750,2.000
1468.000,2.484,6.665,0.000,0.740,2.000
1179.000,2.717,7.099,0.000,0.540,1.000
2873.000,2.276,6.828,0.000,0.470,1.000
122.000,2.565,6.394,0.000,0.550,1.000
5425.000,2.694,7.210,0.000,0.760,2.000
1884.000,2.718,6.018,0.000,0.690,2.000
8199.000,2.430,6.417,0.000,0.540,1.000
48.000,2.564,6.798,0.000,0.900,0.000
5382.000,2.595,6.194,0.000,1.000,0.000
1439.000,2.290,5.348,0.000,1.000,0.000
1912.000,2.725,6.358,0.000,0.920,0.000
1454.000,2.540,6.922,0.000,0.680,2.000
1690.000,2.476,7.319,0.000,0.710,2.000
1765.000,2.646,6.913,0.000,0.720,2.000
2891.000,2.633,7.165,0.000,0.770,2.000
2033.000,2.585,6.848,0.000,0.570,3.000
2150.000,2.673,7.031,0.000,0.730,2.000
1515.000,2.783,6.336,0.000,1.000,0.000
1729.000,2.830,7.397,0.000,1.000,0.000
1802.000,2.326,5.947,0.000,0.960,0.000
1066.000,2.650,6.901,0.000,0.330,4.000
157.000,2.939,5.361,0.000,0.630,3.000
1520.000,2.723,7.056,0.000,0.820,0.000
1942.000,2.625,5.482,0.000,0.720,2.000
1785.000,2.569,5.794,0.000,0.860,0.000
2405.000,2.630,5.511,0.000,0.630,3.000
142.000,2.424,5.589,0.000,0.840,0.000
1412.000,2.805,6.748,0.000,0.720,2.000
5812.000,2.760,6.538,0.000,0.480,1.000
1031.000,2.657,6.865,0.000,0.690,2.000
281.000,2.767,6.238,0.000,0.820,0.000
4317.000,2.648,6.675,0.000,0.780,2.000
1598.000,2.697,7.370,0.000,0.690,2.000
28.000,2.836,6.389,0.000,0.430,4.000
1262.000,2.640,6.209,0.000,0.390,4.000
8736.000,2.480,6.389,0.000,0.380,4.000
107.000,2.515,6.757,0.000,0.520,1.000
52.000,2.919,5.707,0.000,0.600,3.000
1010.000,2.440,5.560,0.000,0.770,2.000
4264.000,2.517,7.142,0.000,0.660,2.000
1395.000,2.525,5.938,0.000,0.810,0.000
67.000,2.675,5.977,0.000,0.870,0.000
4026.000,2.702,5.654,0.000,1.000,0.000
2364.000,2.540,6.599,0.000,0.480,1.000
2373.000,2.434,7.286,0.000,1.000,0.000
2529.000,2.708,6.535,0.000,0.470,1.000
1267.000,2.658,6.611,0.000,0.450,1.000
1621.000,2.605,6.595,0.000,0.610,3.000
1962.000,2.683,6.673,0.000,0.440,4.000
2349.000,2.732,6.582,0.000,0.720,2.000
795.000,2.527,6.747,0.000,0.340,4.000
1132.000,2.510,5.697,0.000,0.710,2.000
4399.000,2.593,7.083,0.000,0.660,2.000
2597.000,2.215,6.379,0.000,0.510,1.000
2275.000,2.477,6.245,0.000,0.820,0.000
2460.000,2.843,6.405,0.000,0.460,1.000
1296.000,2.480,6.675,0.000,0.590,3.000
1390.000,2.990,6.008,0.000,0.940,0.000
1613.000,2.672,7.270,0.000,1.000,0.000
8423.000,2.516,6.677,0.000,0.550,1.000
3359.000,2.576,6.583,0.000,0.550,1.000
8306.000,2.299,6.471,0.000,0.800,2.000
3792.000,2.771,5.450,0.000,0.710,2.000
2836.000,2.768,6.479,0.000,0.750,2.000
1578.000,2.476,6.063,0.000,0.700,2.000
2454.000,2.540,7.104,0.000,0.730,2.000
1766.000,2.727,6.678,0.000,0.750,2.000
1324.000,2.321,7.205,0.000,0.780,2.000
1921.000,2.717,5.890,0.000,0.890,0.000
2272.000,2.429,6.721,0.000,0.580,3.000
497.000,2.550,6.732,0.000,0.590,3.000
1925.000,2.641,7.251,0.000,0.540,1.000
2768.000,2.413,5.499,0.000,0.750,2.000
1377.000,3.027,6.630,0.000,0.400,4.000
1660.000,2.508,6.386,0.000,0.670,2.000
7460.000,2.612,7.267,0.000,0.760,2.000
1760.000,2.488,6.464,0.000,0.600,3.000
2847.000,2.337,6.054,0.000,0.790,2.000
156.000,2.505,6.619,0.000,0.670,2.000
2686.000,2.689,6.839,0.000,0.640,3.000
1728.000,2.818,5.752,0.000,0.730,2.000
1969.000,2.653,6.720,0.000,0.650,3.000
1728.000,2.690,5.651,0.000,0.460,1.000
957.000,2.540,7.150,0.000,0.760,2.000
2748.000,2.581,6.107,0.000,0.970,0.000
8455.000,2.397,6.640,0.000,0.850,0.000
2625.000,2.606,5.837,0.000,0.710,2.000
2788.000,2.606,6.268,0.000,0.430,4.000
1097.000,2.666,6.807,0.000,0.490,1.000
1588.000,2.400,7.017,0.000,0.420,4.000
1728.000,2.740,7.312,0.000,0.900,0.000
188.000,2.855,5.578,0.000,0.620,3.000
0.000,2.720,5.388,0.000,0.710,2.000
240.000,2.590,6.795,0.000,0.540,1.000
1188.000,2.589,6.721,0.000,0.630,3.000
1454.000,3.000,6.003,0.000,0.910,0.000
94.000,2.590,6.373,0.000,0.540,1.000
2625.000,2.607,6.449,0.000,0.730,2.000
1653.000,2.472,7.284,0.000,0.600,3.000
1201.000,2.613,7.188,0.000,0.690,2.000
3850.000,2.678,6.455,0.000,0.520,1.000
10339.000,2.632,6.277,0.000,0.510,1.000
1677.000,2.657,5.865,0.000,0.780,2.000
2752.000,2.992,5.672,0.000,0.670,2.000
571.000,2.395,7.285,0.000,0.620,3.000
1620.000,2.630,6.722,0.000,0.410,4.000
3135.000,2.559,6.960,0.000,0.660,2.000
978.000,2.674,6.594,0.000,0.600,3.000
1131.000,2.324,6.686,0.000,0.440,4.000
2082.000,2.610,6.492,0.000,0.490,1.000
1149.000,2.750,7.085,0.000,0.700,2.000
47.000,2.630,6.053,0.000,0.730,2.000
1132.000,2.493,5.955,0.000,0.630,3.000
1511.000,2.581,5.799,0.000,0.750,2.000
1370.000,2.710,6.703,0.000,0.630,3.000
1285.000,2.720,5.545,0.000,0.970,0.000
1587.000,2.730,6.966,0.000,0.770,2.000
2092.000,2.487,7.260,0.000,0.760,2.000
523.000,2.907,6.675,0.000,0.660,2.000
788.000,2.711,5.388,0.000,0.680,2.000
65.000,2.536,7.027,0.000,0.630,3.000
3236.000,2.694,6.497,0.000,0.680,2.000
228.000,2.880,5.999,0.000,0.750,2.000
12998.000,2.603,7.267,0.000,0.600,3.000
1618.000,2.897,7.024,0.000,0.720,2.000
1447.000,2.769,6.500,0.000,0.480,1.000
1432.000,2.890,5.472,0.000,1.000,0.000
1514.000,2.560,6.621,0.000,0.630,3.000
1744.000,2.650,6.888,0.000,0.850,0.000
5657.000,2.742,6.857,0.000,0.640,3.000
1851.000,2.573,6.024,0.000,0.580,3.000
1134.000,2.570,7.134,0.000,0.870,0.000
918.000,2.699,5.872,0.000,0.400,4.000
263.000,2.830,5.898,0.000,0.980,0.000
1639.000,2.804,7.060,0.000,0.600,3.000
2545.000,2.817,6.086,0.000,0.820,0.000
927.000,2.559,5.628,0.000,0.780,2.000
1711.000,2.721,7.330,0.000,0.720,2.000
106.000,2.569,6.901,0.000,0.760,2.000
1524.000,2.743,5.321,0.000,0.710,2.000
226.000,2.662,7.289,0.000,0.670,2.000
36.000,2.758,7.229,0.000,0.680,2.000
1851.000,2.426,6.992,0.000,0.640,3.000
1489.000,2.459,7.031,0.000,0.940,0.000
1695.000,2.380,6.117,0.000,0.480,1.000
2848.000,2.417,6.430,0.000,0.590,3.000
1440.000,2.212,5.419,0.000,0.710,2.000
1319.000,2.697,5.984,0.000,0.530,1.000
912.000,2.630,5.469,0.000,0.820,0.000
978.000,2.519,6.677,0.000,0.700,2.000
2781.000,2.466,7.062,0.000,0.740,2.000
2582.000,2.323,7.160,0.000,0.670,2.000
1689.000,2.741,7.073,0.000,0.590,3.000
3015.000,2.892,7.249,0.000,0.590,3.000
85.000,2.740,6.238,0.000,0.640,3.000
1449.000,2.800,5.610,0.000,0.750,2.000
925.000,2.803,6.721,0.000,0.760,2.000
1144.000,2.855,6.674,0.000,0.700,2.000
4160.000,2.414,6.604,0.000,0.700,2.000
6186.000,2.805,7.187,0.000,0.650,3.000
1854.000,2.657,7.141,0.000,0.970,0.000
1690.000,2.350,7.070,0.000,0.530,1.000
127.000,2.724,6.394,0.000,0.740,2.000
146.000,2.528,5.987,0.000,0.620,3.000
534.000,2.689,6.833,0.000,0.690,2.000
1144.000,2.510,6.243,0.000,0.700,2.000
1373.000,2.590,6.974,0.000,0.690,2.000
9768.000,2.560,6.081,0.000,0.230,4.000
4612.000,2.362,6.517,0.000,0.640,3.000
1325.000,2.412,6.798,0.000,0.640,3.000
148.000,2.758,6.675,0.000,0.540,1.000
1278.000,2.738,6.992,0.000,0.780,2.000
1195.000,2.417,6.007,0.000,0.870,0.000
4352.000,2.551,7.298,0.000,0.650,3.000
1584.000,2.570,6.301,0.000,0.380,4.000
2512.000,2.239,6.597,0.000,0.670,2.000
1037.000,2.667,6.827,0.000,0.500,1.000
81.000,2.624,6.645,0.000,0.500,1.000
432.000,2.436,6.721,0.000,1.000,0.000
7546.000,2.860,5.265,0.000,0.680,2.000
1628.000,2.746,6.048,0.000,0.580,3.000
1442.000,2.625,5.329,0.000,0.950,0.000
1013.000,2.918,6.841,0.000,0.910,0.000
1299.000,2.470,5.907,0.000,0.710,2.000
1388.000,2.770,7.078,0.000,0.720,2.000
884.000,2.887,6.676,0.000,0.500,1.000
5777.000,2.517,6.963,0.000,0.710,2.000
9966.000,2.785,7.171,0.000,0.660,2.000
2465.000,2.839,6.879,0.000,0.700,2.000
1439.000,2.900,5.550,0.000,0.820,0.000
942.000,2.596,6.115,0.000,0.280,4.000
9413.000,2.423,6.073,0.000,0.310,4.000
2112.000,2.951,6.680,0.000,0.580,3.000
2974.000,3.050,6.977,0.000,0.500,1.000
4049.000,2.758,7.182,0.000,0.660,2.000
5840.000,2.681,6.888,0.000,0.490,1.000
506.000,2.150,6.014,0.000,0.730,2.000
5682.000,2.592,6.857,0.000,0.600,3.000
1212.000,2.830,6.314,0.000,0.730,2.000
4017.000,2.636,6.296,0.000,0.700,2.000
1432.000,2.604,6.976,0.000,0.830,0.000
1476.000,2.823,6.903,0.000,0.440,4.000
268.000,2.510,6.926,0.000,0.900,0.000
10844.000,2.599,6.647,0.000,0.840,0.000
867.000,2.777,6.366,0.000,0.750,2.000
4006.000,2.745,6.342,0.000,0.940,0.000
3741.000,2.591,6.731,0.000,0.840,0.000
60.000,2.563,7.268,0.000,0.630,3.000
1692.000,2.801,6.206,0.000,0.620,3.000
1405.000,3.110,6.341,0.000,0.590,3.000
1954.000,2.501,6.695,0.000,0.810,0.000
1497.000,2.914,6.538,0.000,0.700,2.000
3170.000,2.254,6.185,0.000,0.680,2.000
1397.000,2.542,5.685,0.000,0.660,2.000
1589.000,2.751,6.308,0.000,0.670,2.000
4383.000,2.532,7.359,0.000,0.770,2.000
2996.000,2.704,5.511,0.000,0.650,3.000
7635.000,2.587,6.117,0.000,0.680,2.000
761.000,2.568,6.042,0.000,0.690,2.000
5457.000,2.110,5.443,0.000,0.830,0.000
2494.000,2.674,6.971,0.000,0.500,1.000
6915.000,2.610,5.888,0.000,0.330,4.000
29.000,2.650,5.976,0.000,0.840,0.000
1830.000,2.658,6.463,0.000,0.580,3.000
2458.000,2.399,6.875,0.000,0.650,3.000
1883.000,2.468,6.097,0.000,0.560,3.000
1747.000,2.509,6.825,0.000,0.570,3.000
1536.000,2.229,6.824,0.000,0.630,3.000
1300.000,2.864,5.839,0.000,0.840,0.000
2096.000,2.480,6.233,0.000,0.350,4.000
1432.000,2.670,7.253,0.000,1.000,0.000
1511.000,2.794,7.073,0.000,0.430,4.000
361.000,2.708,7.368,0.000,0.650,3.000
1722.000,2.600,6.058,0.000,0.460,1.000
1640.000,2.472,6.413,0.000,0.770,2.000
77.000,2.452,6.827,0.000,0.480,1.000
2659.000,2.851,6.766,0.000,0.730,2.000
1269.000,2.550,5.563,0.000,0.790,2.000
1966.000,2.747,7.110,0.000,0.460,1.000
1122.000,2.827,7.345,0.000,0.860,0.000
1584.000,2.720,5.750,0.000,0.870,0.000
73.000,2.480,7.245,0.000,0.740,2.000
1970.000,2.630,6.860,0.000,0.520,1.000
1615.000,2.816,7.082,0.000,0.810,0.000
1779.000,2.310,6.861,0.000,0.560,3.000
1580.000,2.946,6.107,0.000,0.450,1.000
1470.000,2.207,6.887,0.000,0.850,0.000
4245.000,2.620,6.667,0.000,0.890,0.000
1589.000,2.767,6.555,0.000,0.650,3.000
1791.000,2.346,7.087,0.000,0.780,2.000
2471.000,2.640,7.341,0.000,0.770,2.000
1331.000,2.185,5.961,0.000,0.890,0.000
1564.000,2.879,6.691,0.000,0.720,2.000
1367.000,2.476,5.769,0.000,0.780,2.000
524.000,2.630,7.261,0.000,0.700,2.000
2631.000,2.871,7.061,0.000,0.710,2.000
10543.000,2.328,6.902,0.000,0.690,2.000
846.000,2.554,6.259,0.000,0.570,3.000
549.000,2.438,5.870,0.000,0.650,3.000
1133.000,2.512,6.408,0.000,0.480,1.000
1277.000,2.875,7.210,0.000,0.630,3.000
1796.000,2.690,6.708,0.000,0.410,4.000
1105.000,2.720,7.044,0.000,0.700,2.000
1527.000,2.519,6.216,0.000,0.330,4.000
2299.000,2.589,7.126,0.000,0.510,1.000
47.000,2.690,5.793,0.000,0.760,2.000
1726.000,2.460,7.231,0.000,0.620,3.000
1208.000,2.434,6.727,0.000,0.840,0.000
2737.000,2.732,6.251,0.000,0.930,0.000
5647.000,2.447,6.201,0.000,0.650,3.000
1074.000,2.645,5.988,0.000,1.000,0.000
1062.000,2.602,6.033,0.000,0.860,0.000
1128.000,2.500,6.357,0.000,0.360,4.000
1426.000,2.430,6.422,0.000,0.400,4.000
1089.000,2.665,6.880,0.000,0.600,3.000
60.000,2.515,7.267,0.000,0.690,2.000
10654.000,2.718,7.018,0.000,0.910,0.000
1352.000,2.521,5.632,0.000,0.710,2.000
3394.000,2.553,7.011,0.000,0.690,2.000
1238.000,2.510,6.243,0.000,0.630,3.000
3413.000,2.480,7.059,0.000,0.770,2.000
221.000,2.835,5.607,0.000,0.690,2.000
1790.000,2.639,6.113,0.000,0.780,2.000
1252.000,2.530,7.316,0.000,1.000,0.000
1511.000,2.456,6.491,0.000,0.660,2.000
62.000,2.693,7.148,0.000,0.690,2.000
1662.000,2.582,6.643,0.000,0.530,1.000
1272.000,2.569,5.721,0.000,0.750,2.000
1159.000,2.725,7.085,0.000,0.550,1.000
1153.000,2.733,5.901,0.000,0.440,4.000
1532.000,2.426,6.746,0.000,0.730,2.000
1738.000,2.744,5.543,0.000,0.600,3.000
1426.000,2.664,6.488,0.000,0.440,4.000
1199.000,2.668,6.977,0.000,0.550,1.000
5411.000,2.417,6.717,0.000,0.740,2.000
1439.000,2.830,5.862,0.000,0.930,0.000
1148.000,2.786,7.001,0.000,0.690,2.000
5597.000,2.587,6.142,0.000,0.860,0.000
1231.000,2.599,5.939,0.000,0.690,2.000
