time_betw_scan_hours,CA,YM,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,40/25 mM glu/lac lav O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2,50 mM Mannose,35 mM Glycolsyre,2 mM PAM
178.000,3.000,7.000,2.110,10.000,39.470,36.450,455.000,9.100,-3.020,12.870,-0.450,0.020
8921.000,2.457,7.000,2.040,10.800,41.250,40.190,512.000,6.500,-1.060,9.210,-0.400,0.000
995.000,2.578,6.000,1.980,10.500,41.090,40.240,491.000,4.700,-0.850,11.320,-0.300,-0.040
2942.000,3.000,6.000,2.060,10.800,40.610,39.710,455.000,5.300,-0.900,13.420,-0.090,0.010
3376.000,3.000,6.000,2.020,11.200,39.190,38.860,310.000,6.700,-0.330,11.180,-0.310,-0.110
2062.000,2.677,7.000,2.130,11.000,41.390,40.840,596.000,6.400,-0.550,11.360,-0.090,0.010
1629.000,2.000,6.000,1.980,10.800,41.110,40.230,551.000,6.000,-0.880,13.650,-0.190,-0.070
1040.000,2.527,6.000,1.970,9.800,41.050,40.350,537.000,6.200,-0.700,10.470,-0.370,-0.120
14438.000,2.000,6.000,2.050,11.000,41.190,38.720,591.000,7.600,-2.470,13.250,-0.200,-0.010
2909.000,3.000,6.268,2.060,10.600,40.870,40.440,529.000,5.700,-0.430,11.090,-0.090,-0.050
3200.000,2.000,6.000,1.990,10.200,39.930,38.850,557.000,6.800,-1.080,13.630,-0.210,-0.040
5099.000,2.000,6.000,2.020,11.100,40.710,40.340,796.000,5.100,-0.370,12.440,-0.150,-0.030
1122.000,3.000,7.255,2.030,10.900,41.720,40.930,282.000,8.100,-0.790,12.610,-0.370,-0.030
2711.000,3.000,6.000,2.130,10.500,39.180,37.560,355.000,7.700,-1.620,13.410,-0.050,0.000
528.000,2.541,6.787,1.980,10.900,40.630,40.130,497.000,4.800,-0.500,13.110,-0.020,0.040
1545.000,2.588,6.000,1.930,11.800,41.240,40.730,217.000,5.600,-0.510,12.430,-0.170,-0.020
7245.000,3.000,6.000,2.060,10.600,39.890,38.150,460.000,6.400,-1.740,10.010,-0.180,-0.050
3190.000,2.528,6.000,2.010,9.900,40.950,39.700,652.000,6.000,-1.250,13.440,-0.330,-0.030
6830.000,2.681,6.000,1.880,10.800,41.270,39.710,326.000,6.500,-1.560,14.090,-0.200,-0.120
2940.000,3.000,7.000,2.020,10.000,37.960,37.150,477.000,7.500,-0.810,9.460,-0.120,0.000
75.000,2.000,6.000,1.980,11.500,40.890,40.260,487.000,5.700,-0.630,10.140,-0.230,-0.060
61.000,3.000,6.000,2.020,10.100,41.240,39.420,729.000,5.500,-1.820,11.650,-0.410,-0.020
3450.000,2.000,7.000,2.150,11.000,37.240,35.840,390.000,8.400,-1.400,12.500,-0.050,0.030
2.000,3.000,6.000,1.940,12.200,41.640,40.660,382.000,6.700,-0.980,10.350,-0.580,-0.180
2831.000,3.000,6.000,2.050,10.100,39.700,36.810,508.000,7.600,-2.890,13.520,-0.020,0.000
1796.000,3.000,6.000,1.990,11.800,41.690,40.900,550.000,4.200,-0.790,9.120,-0.260,-0.010
2651.000,2.000,7.000,1.950,12.400,41.300,40.670,338.000,6.300,-0.630,11.970,-0.280,-0.070
94.000,3.000,6.000,1.950,10.700,41.570,40.330,429.000,5.900,-1.240,13.820,-0.110,-0.020
2889.000,3.000,6.000,2.060,11.700,40.630,39.880,437.000,5.700,-0.750,9.550,-0.210,-0.080
6678.000,2.563,6.000,1.970,11.000,41.160,40.430,572.000,5.600,-0.730,13.010,-0.190,-0.090
1826.000,3.000,6.177,2.050,11.700,41.030,39.690,279.000,7.600,-1.340,12.800,-0.110,-0.020
13455.000,2.383,5.000,2.150,10.300,38.550,36.730,487.000,6.800,-1.820,11.840,-0.230,0.020
563.000,2.000,7.000,1.950,12.000,40.360,40.090,332.000,6.600,-0.270,9.280,-0.170,-0.010
3132.000,3.000,6.000,2.020,11.100,40.150,39.710,475.000,6.800,-0.440,10.850,-0.150,-0.030
1761.000,2.000,6.000,1.970,10.600,39.630,38.070,568.000,7.400,-1.560,9.400,-0.110,0.000
2900.000,2.000,6.000,1.880,10.200,40.550,40.230,437.000,5.200,-0.320,14.550,-0.190,-0.020
2717.000,2.000,6.000,2.130,10.000,39.590,37.660,608.000,7.000,-1.930,14.160,-0.400,-0.010
1304.000,2.000,6.000,2.020,11.700,40.440,39.340,424.000,7.200,-1.100,12.210,-0.500,-0.180
6812.000,3.000,6.000,2.070,12.000,40.830,40.180,429.000,4.800,-0.650,11.770,-0.100,-0.020
472.000,3.000,7.000,2.050,11.500,40.910,39.720,339.000,7.200,-1.190,13.510,-0.400,-0.120
1175.000,3.000,6.000,1.980,10.600,40.690,40.180,436.000,4.800,-0.510,11.570,-0.070,-0.010
1092.000,3.000,7.000,2.010,11.500,41.600,40.420,312.000,8.900,-1.180,11.600,-0.350,-0.010
1583.000,3.000,7.000,1.920,10.900,40.220,39.770,313.000,5.600,-0.450,9.880,-0.210,-0.030
4018.000,2.000,7.000,1.950,13.400,41.710,40.870,237.000,8.800,-0.840,13.790,-0.710,-0.190
1312.000,2.000,6.000,1.920,12.200,40.880,40.470,308.000,6.600,-0.410,11.570,-0.160,-0.040
6827.000,3.000,6.000,2.150,11.400,40.080,37.840,383.000,9.300,-2.240,11.820,-0.110,0.010
4787.000,3.000,6.000,1.860,9.500,40.990,39.460,378.000,6.400,-1.530,13.270,-0.240,-0.010
1730.000,2.000,5.000,2.150,9.400,40.570,39.190,773.000,5.700,-1.380,12.180,-0.230,0.010
934.000,3.000,6.000,2.140,10.400,41.020,40.020,475.000,5.000,-1.000,11.130,-0.350,-0.040
585.000,2.000,6.000,1.990,12.000,41.150,40.200,226.000,6.500,-0.950,14.090,-0.100,-0.030
1539.000,2.678,7.000,1.920,9.700,40.880,40.050,509.000,6.200,-0.830,12.870,-0.060,-0.010
971.000,3.000,6.000,2.040,11.000,42.140,40.340,893.000,5.000,-1.800,12.980,-0.110,-0.030
507.000,3.000,6.000,1.930,9.100,41.520,41.140,428.000,5.300,-0.380,7.370,-0.190,-0.070
3787.000,3.000,6.000,2.000,9.800,40.480,37.680,558.000,9.300,-2.800,10.230,-0.620,-0.100
3269.000,2.000,6.000,1.930,11.600,40.130,40.070,484.000,6.600,-0.060,9.200,-0.130,-0.020
7077.000,2.000,6.000,2.080,9.500,38.370,35.710,425.000,9.300,-2.660,14.940,-0.080,0.020
337.000,2.000,7.000,1.870,10.000,40.200,37.610,676.000,8.600,-2.590,14.380,-0.590,-0.070
1629.000,3.000,6.000,1.990,9.800,41.070,39.840,578.000,7.500,-1.230,13.280,-0.490,-0.060
3048.000,2.000,6.000,2.010,11.000,41.650,40.240,712.000,6.100,-1.410,10.420,-0.050,0.020
4250.000,3.000,6.000,2.040,10.600,41.280,40.650,377.000,6.500,-0.630,11.190,-0.360,-0.040
1590.000,2.665,6.000,1.920,10.700,41.460,40.780,252.000,6.600,-0.680,10.080,-0.420,-0.110
2907.000,3.000,7.000,1.910,10.400,41.370,40.330,452.000,7.900,-1.040,8.480,-0.710,-0.250
3765.000,3.000,6.000,2.050,10.100,40.790,40.300,476.000,5.800,-0.490,13.700,-0.310,-0.060
1284.000,2.593,6.000,2.050,10.700,39.920,39.690,510.000,9.000,-0.230,10.720,-0.200,-0.030
2092.000,3.000,6.000,1.830,9.500,37.920,37.560,625.000,6.100,-0.360,11.330,-0.210,-0.070
2909.000,3.000,7.000,2.020,11.200,40.550,40.140,336.000,5.500,-0.410,11.410,-0.020,0.000
1778.000,2.747,7.000,2.020,9.700,38.420,35.840,300.000,7.600,-2.580,11.040,-0.780,-0.230
10368.000,3.000,7.000,2.040,11.900,41.250,40.580,274.000,7.700,-0.670,9.920,-0.200,0.010
1173.000,2.000,6.000,2.040,11.300,41.160,40.170,483.000,8.000,-0.990,11.950,-0.080,-0.020
2332.000,3.000,7.000,1.880,11.300,40.970,40.250,377.000,6.400,-0.720,12.810,-0.190,-0.090
1782.000,3.000,7.000,2.050,11.800,41.000,40.300,302.000,6.900,-0.700,9.550,-0.110,-0.020
4144.000,2.000,7.000,1.960,11.700,40.590,39.500,665.000,7.500,-1.090,8.690,-0.560,-0.130
171.000,2.450,6.000,1.960,11.300,40.690,40.150,345.000,5.400,-0.540,11.380,-0.310,-0.010
1176.000,2.000,6.000,1.990,11.100,40.560,39.980,352.000,5.400,-0.580,11.540,-0.240,-0.030
1153.000,2.000,7.000,1.990,10.800,41.010,40.770,241.000,8.800,-0.240,9.390,-0.020,0.020
4118.000,3.000,5.850,1.970,11.100,41.590,40.670,438.000,4.700,-0.920,12.530,-0.230,-0.060
1320.000,3.000,6.000,2.030,12.000,40.530,39.280,531.000,8.100,-1.250,11.630,-0.200,-0.090
1679.000,3.000,7.000,1.940,10.600,40.420,39.570,375.000,6.600,-0.850,13.750,-0.130,-0.080
1873.000,2.558,6.000,2.100,11.300,40.930,40.370,507.000,5.400,-0.560,12.390,-0.120,0.010
5479.000,3.000,6.000,2.070,10.800,40.670,38.170,581.000,6.200,-2.500,11.500,-0.410,0.000
2533.000,3.000,6.000,2.050,9.900,39.240,38.340,600.000,7.200,-0.900,15.110,-0.120,0.030
1370.000,2.000,7.000,2.110,11.100,37.200,34.770,232.000,9.300,-2.430,10.580,-0.580,-0.040
4221.000,3.000,6.000,2.040,10.100,39.610,38.230,538.000,7.200,-1.380,13.470,-0.460,-0.110
1423.000,2.000,6.000,2.000,10.900,39.620,38.900,351.000,7.000,-0.720,13.110,-0.110,0.060
6828.000,3.000,6.000,1.990,10.000,41.610,39.650,690.000,6.600,-1.960,11.440,-0.530,-0.110
2667.000,3.000,6.000,2.090,10.100,41.590,41.650,453.000,5.700,0.060,12.140,-0.060,-0.010
3395.000,2.000,6.000,2.170,8.700,39.610,36.610,819.000,7.500,-3.000,11.690,-0.370,-0.100
1213.000,3.000,6.111,2.070,10.400,39.670,37.520,806.000,8.200,-2.150,10.200,-0.160,-0.010
2689.000,2.000,6.000,1.920,10.800,41.240,40.570,404.000,6.000,-0.670,11.660,-0.300,-0.050
1398.000,2.734,6.000,1.950,11.700,41.370,40.450,468.000,4.300,-0.920,13.960,-0.080,-0.030
173.000,2.000,7.000,1.920,11.300,40.900,40.180,231.000,6.300,-0.720,9.460,-0.310,-0.090
1819.000,2.749,6.000,2.070,10.700,41.080,40.470,497.000,5.600,-0.610,14.630,-0.280,-0.080
1886.000,3.000,6.000,1.980,11.800,40.930,39.680,325.000,6.400,-1.250,12.310,-0.170,-0.060
3991.000,2.000,7.000,1.970,10.300,41.290,40.650,411.000,5.800,-0.640,11.450,-0.080,0.030
6826.000,2.560,6.000,1.930,10.800,41.500,40.590,429.000,5.200,-0.910,15.000,-0.180,-0.090
1765.000,3.000,7.000,1.850,12.200,41.440,40.620,320.000,4.800,-0.820,12.230,-0.290,-0.080
1408.000,3.000,6.000,2.070,11.200,41.120,40.950,409.000,4.800,-0.170,12.300,-0.180,0.000
152.000,2.653,6.000,1.930,10.800,41.390,40.320,361.000,5.000,-1.070,9.740,-0.120,-0.020
1279.000,3.000,7.000,2.040,9.500,41.720,38.890,562.000,6.900,-2.830,11.720,-0.500,-0.230
385.000,2.000,5.935,1.990,11.200,40.360,39.740,503.000,5.400,-0.620,10.520,-0.200,-0.030
2847.000,3.000,6.000,2.080,9.300,38.600,35.510,552.000,5.400,-3.090,12.340,-0.180,-0.060
1310.000,2.445,6.000,2.050,9.200,39.700,37.830,689.000,6.700,-1.870,12.820,-0.310,-0.070
1425.000,2.504,7.000,2.000,10.100,41.350,40.440,461.000,6.200,-0.910,9.900,-0.210,-0.060
2108.000,2.000,6.000,2.030,10.900,41.810,41.160,561.000,5.700,-0.650,10.410,-0.070,0.010
3282.000,3.000,7.000,2.080,9.600,41.280,40.250,505.000,6.300,-1.030,9.210,-0.280,-0.110
1180.000,2.629,7.000,2.070,9.400,37.480,35.510,716.000,8.400,-1.970,9.830,-0.150,0.020
1527.000,3.000,6.470,2.040,11.200,40.620,40.070,703.000,7.000,-0.550,10.820,-0.120,-0.050
534.000,3.000,7.000,1.960,11.200,41.080,40.390,451.000,5.600,-0.690,11.370,-0.100,-0.030
2306.000,2.621,6.000,1.900,10.100,40.320,39.000,466.000,5.100,-1.320,11.310,-0.290,-0.100
1500.000,3.000,7.000,2.020,11.000,40.380,39.470,329.000,6.400,-0.910,11.560,-0.050,0.040
2906.000,3.000,6.000,2.090,9.500,39.550,37.050,480.000,8.900,-2.500,11.360,-0.290,-0.090
7102.000,3.000,6.715,1.930,9.800,40.110,39.600,384.000,6.300,-0.510,14.760,-0.170,-0.060
910.000,3.000,7.000,2.090,11.600,41.450,40.580,427.000,5.200,-0.870,10.870,-0.020,-0.020
484.000,3.000,7.000,2.040,10.100,41.090,40.290,578.000,5.600,-0.800,12.660,-0.250,0.000
2988.000,2.000,7.000,2.160,9.400,33.410,28.110,707.000,9.800,-5.300,15.630,-0.010,0.010
1940.000,3.000,6.000,2.300,8.300,33.910,29.170,690.000,6.200,-4.740,9.970,-0.060,0.030
185.000,3.000,7.000,2.020,12.200,41.000,40.390,196.000,9.600,-0.610,12.540,-0.230,0.040
2850.000,2.000,7.000,1.940,11.500,39.750,38.350,213.000,21.000,-1.400,14.370,-0.100,-0.010
258.000,3.000,7.000,1.900,8.200,32.100,31.320,584.000,15.000,-0.780,10.130,-0.700,-0.280
1048.000,2.570,7.000,2.050,10.600,39.410,38.260,186.000,12.000,-1.150,10.380,-1.140,-0.160
1715.000,3.000,7.000,1.890,9.600,34.910,34.740,293.000,13.800,-0.170,11.620,-0.640,-0.040
1482.000,2.570,7.000,2.220,10.700,37.570,35.570,381.000,12.600,-2.000,12.630,-0.170,-0.090
473.000,2.630,6.000,1.980,11.900,41.440,39.720,1320.000,5.200,-1.720,10.790,-0.300,-0.060
1494.000,2.680,6.000,1.990,10.600,41.090,38.700,1305.000,6.000,-2.390,10.890,-0.140,-0.010
187.000,2.890,6.000,2.130,9.100,39.610,37.530,1002.000,7.200,-2.080,10.500,-0.060,-0.010
1774.000,2.770,7.000,1.990,12.800,39.180,38.950,163.000,7.400,-0.230,9.630,-0.130,-0.100
52.000,3.000,6.000,2.020,9.500,39.100,38.030,1028.000,7.100,-1.070,11.210,-0.070,0.020
2874.000,2.560,6.000,2.090,9.100,35.730,31.920,767.000,9.000,-3.810,11.380,-0.050,0.000
3991.000,3.000,7.000,2.060,10.600,39.700,38.630,195.000,11.600,-1.070,11.990,-0.870,-0.280
3867.000,2.600,7.000,2.090,10.200,36.700,32.040,348.000,20.400,-4.660,15.360,-0.060,0.010
956.000,2.720,7.000,1.960,11.400,40.680,39.890,267.000,11.500,-0.790,10.790,-0.170,-0.060
1372.000,3.000,7.260,2.060,11.400,40.120,39.680,165.000,7.300,-0.440,10.650,-0.130,-0.050
1551.000,3.000,7.000,1.920,10.200,39.350,37.880,330.000,12.500,-1.470,11.960,-0.640,-0.230
1135.000,3.000,7.000,2.070,12.200,40.850,39.200,257.000,11.600,-1.650,13.480,-0.760,-0.210
3356.000,3.000,7.000,2.100,9.100,37.250,33.570,399.000,12.300,-3.680,11.240,-0.010,0.000
1438.000,2.000,7.000,2.150,9.700,38.030,35.970,225.000,11.400,-2.060,12.550,-0.100,-0.050
4601.000,3.000,6.000,2.030,9.500,41.520,40.000,1110.000,5.900,-1.520,10.510,-0.360,-0.110
1617.000,2.000,7.000,2.250,10.000,35.510,31.750,1037.000,6.500,-3.760,9.500,-0.340,-0.020
1536.000,2.000,7.000,1.950,12.900,39.870,39.420,184.000,5.100,-0.450,11.760,-0.120,-0.140
10339.000,2.632,6.000,2.100,9.900,38.150,34.480,567.000,12.900,-3.670,16.680,-0.530,-0.230
1288.000,3.000,7.000,2.040,12.700,40.970,40.300,153.000,9.400,-0.670,11.850,-0.350,-0.110
2777.000,2.626,6.706,2.180,10.200,38.360,35.450,399.000,12.100,-2.910,13.140,-0.230,-0.060
1587.000,2.550,7.000,2.140,8.800,35.970,32.560,295.000,20.500,-3.410,12.220,-0.430,-0.100
312.000,3.000,6.655,2.180,11.700,37.870,35.740,211.000,12.400,-2.130,14.040,-0.380,-0.080
1504.000,3.000,7.000,1.930,12.900,40.500,39.460,283.000,12.800,-1.040,12.250,-0.440,-0.100
144.000,3.000,6.000,2.010,10.000,41.600,41.190,1051.000,5.500,-0.410,11.010,-0.050,0.030
2446.000,2.000,6.000,2.200,9.000,36.700,32.920,754.000,12.400,-3.780,13.130,-0.210,-0.040
1432.000,3.000,5.000,1.990,9.800,41.560,40.400,1357.000,5.200,-1.160,9.510,-0.040,0.020
3089.000,2.684,7.000,2.060,9.600,38.370,34.900,464.000,12.200,-3.470,13.680,-0.080,-0.010
1889.000,3.000,6.000,2.020,9.800,42.310,41.220,1152.000,4.800,-1.090,11.330,0.000,0.020
1325.000,2.000,7.000,1.880,10.200,38.310,34.410,510.000,14.800,-3.900,13.340,-0.460,-0.090
1224.000,2.000,7.000,2.060,12.400,40.410,40.170,165.000,9.400,-0.240,10.920,-0.100,-0.010
2749.000,3.000,6.000,2.250,8.300,30.690,24.160,1316.000,8.800,-6.530,13.180,-0.100,-0.010
1500.000,3.000,6.853,2.270,10.500,35.520,33.320,472.000,8.500,-2.200,11.680,-0.080,0.010
1711.000,3.000,7.000,2.370,10.100,31.720,26.970,468.000,12.500,-4.750,11.820,-0.120,-0.080
1060.000,3.000,7.000,2.050,10.000,34.880,32.390,382.000,10.300,-2.490,11.940,0.000,0.000
2879.000,2.000,7.000,1.950,12.700,41.130,38.550,388.000,16.000,-2.580,12.610,-0.440,-0.150
1303.000,3.000,7.000,1.870,11.200,41.240,40.100,281.000,11.300,-1.140,10.550,-0.350,-0.160
2094.000,3.000,6.000,2.070,9.800,37.790,34.600,1134.000,6.800,-3.190,12.650,-0.250,-0.010
677.000,3.000,6.000,2.250,8.800,32.880,27.460,633.000,8.000,-5.420,11.710,-0.210,0.020
7766.000,3.000,7.000,2.110,8.700,32.550,28.500,520.000,6.400,-4.050,8.360,-0.150,-0.030
74.000,2.858,7.144,2.070,13.000,40.260,39.870,190.000,8.400,-0.390,10.060,-0.100,-0.090
1758.000,2.950,7.000,1.980,10.100,39.150,38.310,273.000,11.600,-0.840,12.410,-0.670,-0.300
2030.000,2.670,7.000,1.880,11.100,40.790,40.490,158.000,8.700,-0.300,14.670,-0.490,-0.170
7635.000,3.000,6.000,2.250,8.900,34.810,30.130,603.000,13.900,-4.680,13.620,-0.140,-0.020
4041.000,3.000,6.000,2.030,10.100,37.300,32.460,319.000,13.800,-4.840,16.010,-0.680,-0.090
1320.000,3.000,6.000,2.120,10.400,36.980,33.790,604.000,11.400,-3.190,12.950,-0.280,-0.070
1595.000,3.000,6.000,2.110,11.800,40.070,38.570,167.000,12.000,-1.500,15.460,-0.500,-0.030
1503.000,3.000,6.000,2.170,9.300,35.510,32.530,671.000,9.700,-2.980,16.490,-0.010,0.020
1300.000,3.000,6.000,2.030,9.800,41.840,40.530,1018.000,5.300,-1.310,10.770,-0.290,0.010
2621.000,2.501,5.000,2.170,8.700,39.900,36.010,1074.000,5.600,-3.890,13.730,-0.090,0.000
1466.000,3.000,6.000,2.250,8.800,36.190,32.110,676.000,23.400,-4.080,12.670,-0.140,0.040
1523.000,3.000,7.000,2.070,10.600,39.410,37.090,303.000,14.400,-2.320,14.690,-1.030,-0.170
4390.000,2.860,6.000,2.040,9.700,38.330,34.820,1057.000,9.200,-3.510,13.520,-0.480,-0.030
1227.000,3.000,7.000,2.130,12.000,39.480,36.070,1012.000,9.300,-3.410,14.840,-0.270,-0.030
2077.000,3.000,7.000,2.160,9.000,34.820,31.390,691.000,12.900,-3.430,13.280,-0.350,0.030
481.000,2.712,7.000,2.020,11.400,41.530,41.190,168.000,6.900,-0.340,12.630,-0.050,-0.040
1051.000,3.000,7.000,2.040,10.100,35.760,32.290,441.000,11.400,-3.470,12.430,-0.260,-0.120
1290.000,2.000,7.176,2.010,14.500,40.690,40.040,337.000,11.400,-0.650,12.280,-0.070,0.000
202.000,2.000,6.000,2.020,10.100,41.670,40.450,1173.000,5.200,-1.220,8.830,-0.050,0.030
1128.000,2.406,6.000,2.010,9.800,41.580,39.270,1012.000,7.400,-2.310,10.280,-0.200,0.020
1559.000,3.000,7.000,2.060,11.500,41.250,39.550,267.000,11.800,-1.700,9.520,-0.630,-0.210
1010.000,2.000,6.000,2.030,9.400,38.200,35.330,1176.000,5.900,-2.870,9.240,-0.080,-0.040
1613.000,3.000,7.000,1.910,11.200,40.170,33.810,199.000,12.300,-6.360,15.380,-0.540,-0.050
1705.000,3.000,7.000,1.820,12.500,40.680,40.340,153.000,8.400,-0.340,8.270,-0.340,-0.130
143.000,2.456,7.000,2.100,12.100,33.760,30.610,307.000,10.200,-3.150,12.920,-0.090,-0.010
110.000,2.000,6.029,2.000,15.700,40.750,40.450,222.000,5.300,-0.300,11.710,-0.080,-0.040
1512.000,2.536,7.000,1.990,12.200,41.120,40.460,194.000,7.000,-0.660,9.230,-0.090,-0.040
950.000,3.000,6.717,1.860,12.700,41.320,40.760,167.000,7.700,-0.560,9.600,-0.480,-0.280
226.000,3.000,7.000,2.140,10.800,38.950,37.200,173.000,11.000,-1.750,11.380,-0.320,-0.160
2683.000,2.390,6.000,2.020,11.100,34.760,29.480,588.000,11.700,-5.280,15.900,-0.150,-0.080
2521.000,3.000,7.000,1.950,12.800,41.600,41.030,159.000,5.600,-0.570,11.880,-0.420,-0.160
1459.000,3.000,6.000,2.130,9.800,34.930,31.680,397.000,10.800,-3.250,13.840,-0.100,-0.030
788.000,3.000,5.000,1.980,10.300,41.250,39.250,1007.000,5.800,-2.000,10.810,-0.150,-0.020
4346.000,3.000,5.614,2.040,9.600,40.660,37.230,1296.000,5.700,-3.430,13.750,-0.360,0.000
1481.000,3.053,7.000,1.940,11.300,41.130,40.420,196.000,9.900,-0.710,12.130,-0.800,-0.320
3458.000,3.000,6.000,2.150,9.600,35.170,32.370,582.000,9.900,-2.800,11.230,-0.010,-0.010
1440.000,2.000,5.000,2.230,10.400,37.060,33.030,1124.000,8.000,-4.030,13.430,-0.090,0.030
972.000,3.000,7.000,2.110,10.400,38.700,35.550,465.000,11.600,-3.150,14.530,-0.210,-0.060
524.000,3.000,7.000,2.100,12.700,40.510,39.840,162.000,6.500,-0.670,9.490,-0.060,-0.010
2893.000,3.000,7.000,1.870,11.600,41.390,40.650,198.000,6.200,-0.740,10.940,-0.440,-0.240
4519.000,3.000,7.000,2.010,10.500,40.040,38.220,315.000,14.000,-1.820,11.950,-0.610,-0.040
1141.000,3.000,7.000,2.130,11.200,36.460,33.400,603.000,11.800,-3.060,14.330,-0.650,0.020
4482.000,2.711,7.014,2.000,10.500,38.560,36.390,407.000,12.800,-2.170,13.150,-0.410,-0.030
5738.000,3.000,7.031,2.050,9.200,38.610,35.320,482.000,13.800,-3.290,11.750,-0.350,-0.070
5436.000,2.890,5.000,2.140,8.800,40.580,38.470,1144.000,5.400,-2.110,11.320,-0.330,0.000
28.000,3.000,6.000,2.240,9.600,36.950,33.980,441.000,11.400,-2.970,12.330,-0.420,-0.080
1037.000,2.667,7.000,2.210,9.500,37.430,34.740,379.000,13.000,-2.690,12.830,-0.550,-0.030
47.000,3.000,6.000,2.030,8.800,39.570,36.730,1174.000,5.600,-2.840,12.170,-0.020,0.010
1371.000,3.000,6.000,2.140,8.500,36.520,33.390,1035.000,7.900,-3.130,9.930,-0.040,0.020
1614.000,3.000,6.134,1.760,12.200,40.780,40.250,156.000,6.700,-0.530,10.380,-0.150,-0.100
1628.000,2.746,6.048,1.910,9.100,38.900,36.510,321.000,11.500,-2.390,14.900,-0.230,-0.070
980.000,2.740,6.000,2.050,10.100,39.150,36.570,330.000,11.700,-2.580,10.820,-0.440,-0.050
1285.000,3.000,6.000,2.020,9.900,41.060,38.790,1043.000,4.700,-2.270,10.820,0.060,0.050
1835.000,3.000,7.000,2.090,11.600,40.070,38.670,392.000,12.200,-1.400,11.520,-0.330,-0.100
70.000,2.000,7.000,1.920,10.000,40.440,36.910,403.000,12.900,-3.530,14.870,-0.010,-0.010
1497.000,3.000,7.000,2.180,9.600,35.920,31.210,659.000,16.600,-4.710,13.520,-0.400,0.010
1472.000,2.780,7.000,2.060,9.700,35.740,33.030,260.000,11.400,-2.710,11.900,-0.460,-0.170
60.000,3.000,6.000,2.100,9.000,34.080,31.390,441.000,9.200,-2.690,10.300,-0.180,-0.020
1767.000,3.000,7.000,2.140,10.200,36.900,35.150,524.000,11.600,-1.750,10.440,-0.020,0.010
60.000,3.000,7.267,2.010,12.000,40.750,40.240,192.000,8.000,-0.510,9.740,-0.480,-0.220
5434.000,3.000,7.000,2.190,9.200,34.680,31.420,388.000,11.900,-3.260,13.600,-0.050,0.030
1151.000,3.000,7.000,2.220,10.300,35.060,32.530,469.000,8.800,-2.530,10.920,-0.110,-0.110
778.000,3.000,7.000,2.300,9.300,36.010,33.290,466.000,9.800,-2.720,14.260,-0.470,0.020
38.000,3.000,6.010,2.090,10.600,38.000,34.000,1076.000,8.400,-4.000,8.960,-0.240,0.070
3413.000,2.000,7.000,2.030,12.100,41.480,40.860,172.000,12.000,-0.620,10.850,-0.320,-0.030
4323.000,2.000,6.915,2.040,10.500,38.870,35.440,371.000,13.200,-3.430,13.290,-0.580,-0.080
8049.000,3.000,6.000,1.870,11.500,40.480,38.980,301.000,11.300,-1.500,13.950,-0.240,-0.070
1876.000,2.397,5.629,2.120,8.300,34.420,31.250,797.000,8.800,-3.170,12.170,-0.080,0.010
1682.000,2.585,6.000,1.830,7.700,34.930,34.310,584.000,7.600,-0.620,9.860,-0.030,-0.020
8736.000,2.000,6.000,2.170,9.500,37.950,35.390,519.000,11.500,-2.560,14.440,-0.300,0.000
233.000,3.000,7.000,2.000,11.700,40.970,40.390,177.000,8.700,-0.580,14.010,-0.450,-0.240
502.000,1.578,6.000,1.860,12.100,41.100,40.350,167.000,8.700,-0.750,14.970,-0.250,0.140
48.000,3.000,7.000,1.510,13.500,41.280,40.840,112.000,10.000,-0.440,13.980,-0.250,-0.050
1326.000,3.000,6.911,1.970,11.000,39.010,36.850,188.000,8.500,-2.160,14.900,-0.780,-0.030
1839.000,2.000,6.000,2.060,10.300,40.000,37.760,305.000,12.200,-2.240,15.250,-1.070,-0.180
1974.000,2.662,7.000,2.050,13.300,41.280,41.210,192.000,12.200,-0.070,10.030,-0.110,-0.070
532.000,2.702,7.000,1.980,12.100,40.750,40.290,185.000,6.000,-0.460,7.270,-0.110,-0.040
113.000,2.680,6.000,1.900,7.200,35.580,34.430,668.000,8.800,-1.150,8.440,-0.020,-0.020
1222.000,3.000,7.000,2.090,9.900,38.040,34.790,399.000,13.800,-3.250,12.570,-0.340,-0.040
1269.000,2.550,6.000,2.030,9.500,41.390,39.250,1168.000,5.600,-2.140,13.030,-0.210,0.020
80.000,3.000,7.000,2.070,9.400,39.870,37.660,355.000,14.100,-2.210,13.100,-0.190,-0.030
902.000,2.460,6.000,2.050,10.600,36.420,32.710,365.000,14.800,-3.710,15.740,-1.100,-0.220
122.000,2.565,6.000,1.880,10.400,41.120,38.970,441.000,12.000,-2.150,13.160,-0.430,-0.110
1016.000,3.000,7.000,1.960,11.000,40.220,38.620,236.000,11.400,-1.600,14.530,-0.240,-0.090
1817.000,3.000,6.000,2.010,9.900,38.540,34.800,525.000,12.800,-3.740,13.880,-0.570,0.010
939.000,3.000,7.000,1.730,12.400,40.900,39.430,136.000,11.800,-1.470,12.080,-1.010,-0.300
77.000,2.000,7.000,2.160,9.800,38.270,35.840,393.000,12.400,-2.430,12.800,-0.120,-0.030
1759.000,3.000,7.000,1.650,12.900,41.070,40.350,147.000,6.000,-0.720,11.880,-0.170,-0.090
