time_betw_scan_hours,CA,YM,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,40/25 mM glu/lac lav O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2,50 mM Mannose,35 mM Glycolsyre,2 mM PAM
359.000,2.000,7.000,2.040,11.700,41.260,39.930,465.000,5.900,-1.330,11.330,-0.380,-0.110
1349.000,3.000,7.000,2.070,10.000,41.130,39.850,233.000,7.600,-1.280,10.550,-0.430,-0.110
6158.000,3.000,6.000,1.950,11.700,41.010,40.400,379.000,5.900,-0.610,12.140,-0.350,-0.090
2639.000,2.384,6.000,2.070,11.200,40.880,40.510,420.000,6.100,-0.370,12.620,-0.190,-0.020
2658.000,3.000,6.000,2.030,10.600,41.350,40.260,459.000,5.400,-1.090,9.450,-0.060,-0.010
1085.000,2.000,7.000,2.140,10.400,38.220,36.310,284.000,10.400,-1.910,11.190,-0.050,-0.050
872.000,3.000,7.000,2.060,12.600,40.500,40.180,303.000,6.800,-0.320,10.980,-0.050,-0.010
1498.000,2.502,6.000,2.010,10.200,40.400,38.980,474.000,6.500,-1.420,13.900,-0.280,-0.030
2966.000,3.000,7.000,2.090,10.000,39.130,37.600,369.000,8.500,-1.530,13.930,-0.640,-0.050
41.000,3.000,6.000,2.020,10.400,40.450,38.180,679.000,6.900,-2.270,11.860,-0.030,0.000
1587.000,2.792,6.000,2.070,9.400,38.250,36.640,766.000,8.300,-1.610,12.070,-0.040,0.010
1113.000,2.725,6.000,2.100,11.500,40.930,40.130,265.000,9.000,-0.800,11.780,-0.480,-0.210
2441.000,3.000,7.000,2.060,12.800,40.570,39.850,460.000,7.200,-0.720,12.080,-0.080,0.010
1371.000,3.000,6.000,2.050,9.800,40.650,39.730,667.000,4.200,-0.920,11.010,-0.020,0.040
1566.000,3.000,7.000,1.970,12.300,40.110,39.900,277.000,7.700,-0.210,14.720,-0.120,-0.010
1250.000,3.000,6.000,1.980,9.600,40.950,40.350,624.000,5.900,-0.600,13.850,-0.210,-0.090
1252.000,3.000,6.000,2.040,9.800,40.680,39.510,419.000,7.400,-1.170,13.080,-0.260,-0.010
1565.000,3.000,7.000,1.960,11.000,40.560,39.920,270.000,8.800,-0.640,12.980,-0.260,-0.080
339.000,3.000,6.000,2.070,9.300,41.160,40.440,486.000,6.600,-0.720,15.980,-0.080,0.010
1209.000,3.000,6.000,2.050,12.000,41.150,40.260,245.000,5.700,-0.890,11.200,-0.080,0.000
2933.000,2.000,7.000,1.890,11.400,41.400,40.630,394.000,5.600,-0.770,11.540,-0.290,-0.080
1427.000,3.000,6.000,2.010,12.400,40.430,39.110,584.000,6.200,-1.320,11.240,-0.390,0.050
2839.000,2.562,6.078,2.000,10.100,41.370,39.990,448.000,6.000,-1.380,12.140,-0.050,0.010
1494.000,3.000,5.000,2.000,11.400,41.110,40.630,458.000,5.800,-0.480,12.310,-0.180,-0.010
5887.000,2.000,6.000,1.990,9.900,39.480,37.670,476.000,6.100,-1.810,12.680,-0.120,-0.010
1498.000,3.123,6.000,2.000,11.000,40.410,40.320,470.000,5.800,-0.090,14.480,-0.160,-0.060
2422.000,7.000,6.000,2.010,9.400,39.500,36.580,815.000,5.800,-2.920,10.850,-0.420,-0.060
1742.000,2.531,6.000,1.990,11.800,39.880,39.420,352.000,7.200,-0.460,12.400,-0.410,-0.050
1809.000,3.000,7.000,2.110,11.000,41.000,40.240,420.000,6.100,-0.760,12.540,-0.060,0.030
5778.000,3.000,6.000,1.920,11.700,40.960,40.340,341.000,6.300,-0.620,13.770,-0.260,-0.160
3534.000,3.000,6.000,2.030,10.800,41.180,40.380,571.000,5.300,-0.800,10.300,-0.010,0.020
1150.000,3.000,6.000,1.940,9.900,41.090,39.470,599.000,6.000,-1.620,13.060,-0.520,-0.140
1525.000,3.000,6.000,1.910,11.100,40.760,40.510,382.000,4.800,-0.250,10.820,-0.200,-0.010
10339.000,2.000,6.159,2.040,10.200,40.360,39.500,408.000,5.300,-0.860,13.300,-0.120,0.030
1489.000,2.000,6.000,2.030,10.200,39.820,37.840,318.000,7.400,-1.980,9.610,-0.680,-0.040
1412.000,2.000,7.000,2.060,9.500,39.360,37.090,599.000,7.000,-2.270,9.030,-0.740,-0.140
2542.000,3.000,7.000,1.950,10.800,40.900,40.400,326.000,5.200,-0.500,10.070,-0.130,-0.100
1409.000,2.000,7.000,2.120,11.000,40.620,39.860,520.000,6.500,-0.760,12.290,-0.300,-0.120
1038.000,3.000,6.000,1.950,11.400,41.100,40.530,433.000,5.600,-0.570,10.440,-0.390,-0.180
5943.000,2.000,7.000,2.020,11.100,40.660,40.360,327.000,7.200,-0.300,12.780,-0.300,-0.110
1140.000,3.000,7.000,2.100,11.200,40.420,39.750,329.000,6.200,-0.670,7.920,-0.460,0.010
1272.000,2.000,5.823,2.010,11.000,41.250,40.460,519.000,5.300,-0.790,11.410,-0.180,-0.060
3943.000,2.000,6.000,1.960,11.600,40.210,39.660,270.000,4.800,-0.550,10.030,-0.210,-0.040
591.000,2.550,6.000,1.840,10.300,40.900,39.700,258.000,6.800,-1.200,12.440,-0.330,-0.080
1279.000,3.000,7.000,1.950,9.900,39.890,37.710,531.000,8.500,-2.180,12.500,-0.590,-0.020
2378.000,2.000,6.000,1.940,10.800,40.350,39.270,530.000,6.600,-1.080,12.790,-0.170,-0.060
1647.000,2.429,6.000,2.040,10.800,40.490,39.420,600.000,5.600,-1.070,13.360,-0.070,0.010
1727.000,3.000,6.000,1.990,10.800,40.620,40.040,386.000,6.200,-0.580,10.210,0.030,0.020
2010.000,2.000,6.000,2.020,10.500,41.240,40.520,457.000,5.000,-0.720,10.540,-0.150,-0.040
416.000,2.000,6.000,2.010,10.000,41.360,40.650,665.000,5.000,-0.710,12.150,-0.250,0.010
1882.000,2.000,6.000,2.020,10.200,40.170,38.960,530.000,6.100,-1.210,12.890,-0.230,-0.100
3962.000,3.000,6.000,2.140,9.100,37.720,35.210,545.000,10.800,-2.510,14.130,-0.070,-0.060
1397.000,3.000,6.000,1.990,9.900,41.170,40.850,520.000,6.200,-0.320,13.850,-0.080,-0.030
1233.000,2.529,7.000,2.000,11.100,40.850,40.250,397.000,6.600,-0.600,12.450,-0.440,-0.050
1958.000,2.000,6.000,2.000,11.600,41.240,40.770,503.000,5.200,-0.470,11.770,-0.110,0.030
5379.000,3.000,7.000,2.100,10.500,41.250,40.320,252.000,7.200,-0.930,13.000,-0.450,-0.120
5542.000,2.770,7.000,2.070,10.500,41.060,40.480,332.000,8.100,-0.580,14.140,-0.350,-0.020
75.000,3.000,6.000,1.890,11.300,40.300,38.180,460.000,9.600,-2.120,12.950,-0.370,-0.210
1110.000,3.000,7.000,2.180,9.500,38.150,36.610,666.000,8.600,-1.540,13.810,-0.410,-0.080
1314.000,3.000,7.000,2.000,11.300,41.850,40.770,391.000,7.500,-1.080,8.690,-0.330,-0.100
61.000,2.000,6.000,1.880,9.900,38.760,37.680,567.000,6.500,-1.080,12.870,-0.370,0.000
1237.000,3.000,6.498,2.070,10.100,40.820,40.060,475.000,6.000,-0.760,11.990,-0.240,-0.020
3075.000,3.000,6.000,2.000,11.300,41.270,40.540,435.000,5.400,-0.730,13.360,-0.150,-0.030
0.000,2.678,6.000,1.900,10.500,41.190,40.240,375.000,5.800,-0.950,11.690,-0.350,-0.100
3215.000,2.000,6.000,1.990,12.700,40.480,39.730,283.000,8.600,-0.750,12.630,-0.490,0.010
1461.000,3.000,6.000,2.080,11.600,41.320,40.490,377.000,6.400,-0.830,10.890,-0.360,-0.050
8056.000,3.000,7.000,1.990,13.400,40.980,40.230,296.000,6.800,-0.750,9.660,-0.130,-0.030
1376.000,3.000,6.000,2.000,9.000,40.130,37.680,725.000,6.400,-2.450,11.360,-0.480,-0.170
1568.000,3.000,6.000,2.010,9.300,41.210,40.920,558.000,5.500,-0.290,12.200,-0.130,-0.030
2795.000,3.000,6.000,2.090,10.200,40.910,40.540,343.000,5.600,-0.370,11.720,-0.060,0.010
8346.000,3.000,7.000,1.870,10.200,39.010,37.620,231.000,7.500,-1.390,8.740,-0.310,-0.080
1456.000,3.000,6.000,1.970,9.600,41.230,39.700,898.000,5.800,-1.530,12.050,-0.310,0.030
1293.000,2.410,6.000,2.070,11.100,41.570,40.760,605.000,5.100,-0.810,12.790,-0.060,0.020
3139.000,3.000,6.232,2.010,9.700,40.650,40.230,258.000,5.600,-0.420,11.240,-0.090,0.010
3919.000,3.000,6.000,2.010,11.300,40.580,40.870,614.000,5.600,0.290,14.470,-0.190,-0.040
7065.000,3.000,5.000,2.000,10.500,41.510,40.100,399.000,6.800,-1.410,13.700,-0.280,-0.150
1944.000,3.000,5.000,2.040,9.700,41.030,40.290,764.000,5.100,-0.740,11.670,-0.300,-0.030
984.000,3.000,6.000,2.040,11.500,40.860,40.050,410.000,5.400,-0.810,12.030,-0.060,-0.010
1671.000,2.000,6.000,2.020,10.600,41.120,40.520,696.000,7.100,-0.600,10.520,-0.010,0.040
72.000,3.000,6.000,2.110,10.100,39.860,37.580,648.000,6.600,-2.280,12.190,-0.110,0.010
1078.000,3.000,7.000,1.990,11.400,40.960,40.030,400.000,6.700,-0.930,12.180,-0.070,-0.030
15394.000,2.000,6.000,2.020,11.100,41.000,40.290,450.000,5.400,-0.710,9.790,-0.070,0.010
4375.000,3.060,7.000,2.080,11.000,41.270,40.500,275.000,8.000,-0.770,12.060,-0.150,-0.060
1717.000,3.000,5.819,1.940,12.000,41.070,40.150,476.000,5.200,-0.920,10.800,-0.330,-0.030
1074.000,3.000,6.000,2.020,11.100,41.380,40.440,378.000,5.100,-0.940,11.360,-0.060,-0.090
978.000,3.000,7.000,1.900,10.500,41.530,40.670,242.000,6.100,-0.860,13.850,-0.330,-0.050
1884.000,3.000,6.000,1.960,10.600,41.080,39.400,641.000,7.400,-1.680,11.710,0.000,-0.010
1570.000,3.000,6.000,2.100,10.800,40.470,39.800,370.000,6.400,-0.670,12.590,-0.120,-0.020
3061.000,2.348,6.630,1.820,10.800,40.120,40.170,293.000,6.400,0.050,10.120,-0.550,-0.110
1263.000,3.000,6.000,1.990,10.200,41.090,40.410,585.000,6.700,-0.680,10.030,-0.130,0.000
5656.000,3.000,6.000,2.050,10.000,39.150,37.840,528.000,7.400,-1.310,10.180,-0.130,0.000
5587.000,3.000,6.543,2.080,12.700,41.360,40.680,284.000,5.800,-0.680,13.860,-0.160,-0.010
2533.000,3.000,6.000,2.010,11.100,41.250,40.230,291.000,5.800,-1.020,11.750,-0.380,-0.130
1674.000,2.839,7.089,2.030,10.200,40.530,39.020,400.000,6.600,-1.510,12.420,-0.240,-0.120
4298.000,2.000,6.000,2.010,10.400,41.040,40.170,419.000,7.800,-0.870,11.320,-0.490,-0.020
1579.000,2.000,5.000,1.950,10.400,41.900,40.980,460.000,5.400,-0.920,12.880,-0.430,-0.190
2432.000,2.000,6.000,1.970,10.800,41.300,40.160,734.000,5.400,-1.140,8.550,0.020,0.060
2013.000,3.000,7.000,1.920,9.900,38.720,35.190,418.000,9.600,-3.530,14.010,0.000,0.020
4638.000,3.000,6.000,1.890,10.800,40.310,40.320,376.000,6.400,0.010,13.570,0.000,0.030
410.000,2.000,6.000,1.930,9.500,38.050,35.260,668.000,6.400,-2.790,11.850,-0.470,-0.030
1115.000,2.697,6.156,1.960,9.900,41.070,40.080,545.000,5.400,-0.990,11.050,-0.100,-0.040
1384.000,3.000,6.000,2.080,10.100,39.910,39.100,548.000,5.600,-0.810,14.560,-0.230,-0.100
145.000,2.762,7.000,1.980,10.300,40.530,40.000,461.000,7.400,-0.530,12.590,-0.030,0.000
1714.000,3.000,6.000,1.930,12.800,40.980,40.140,358.000,5.600,-0.840,13.190,-0.280,-0.060
2842.000,3.000,6.000,2.060,10.700,39.820,39.210,407.000,5.200,-0.610,12.120,-0.250,-0.150
2734.000,3.000,7.000,2.070,10.500,41.090,40.410,275.000,5.600,-0.680,12.160,-0.170,-0.080
1179.000,3.000,6.000,2.070,10.600,39.860,38.160,789.000,6.200,-1.700,11.600,-0.230,-0.080
1326.000,3.000,6.000,2.060,9.600,41.090,40.810,516.000,5.600,-0.280,13.760,-0.030,0.010
2382.000,2.580,6.000,2.010,11.500,40.660,39.720,500.000,4.800,-0.940,14.210,-0.120,0.010
1714.000,3.000,6.000,2.030,9.500,39.760,36.900,691.000,10.700,-2.860,14.660,-0.150,-0.060
2986.000,3.000,7.000,2.110,10.100,38.660,35.910,438.000,10.100,-2.750,13.230,-0.170,-0.020
3131.000,3.000,7.000,1.980,10.400,39.790,39.410,569.000,6.900,-0.380,10.310,-0.160,-0.020
1537.000,3.000,6.000,2.020,12.900,41.430,40.830,450.000,5.400,-0.600,9.850,-0.110,0.020
1193.000,2.000,6.000,2.000,11.600,40.510,39.630,451.000,4.600,-0.880,10.170,-0.180,-0.030
5743.000,3.000,6.000,1.970,9.900,40.330,38.070,547.000,7.300,-2.260,13.470,-0.110,0.000
2676.000,2.000,6.000,2.150,9.600,39.340,37.410,679.000,6.800,-1.930,14.000,-0.280,-0.040
6006.000,2.626,6.000,1.930,9.700,41.780,40.860,536.000,5.600,-0.920,12.410,-0.460,-0.150
956.000,2.000,7.000,1.960,11.300,42.190,40.610,511.000,7.100,-1.580,8.630,-0.020,0.060
59.000,2.467,6.785,1.980,11.500,40.200,37.290,488.000,9.100,-2.910,14.490,-0.340,-0.150
2580.000,2.336,6.000,2.090,11.600,39.430,38.290,387.000,6.700,-1.140,14.250,-0.050,0.060
1389.000,3.000,6.000,1.950,9.400,41.730,40.420,568.000,5.100,-1.310,13.520,-0.060,-0.010
1737.000,2.376,6.000,2.140,11.000,40.970,40.490,403.000,5.300,-0.480,13.820,-0.090,0.010
1565.000,3.000,6.000,2.030,10.200,40.690,40.160,699.000,4.500,-0.530,12.370,-0.240,-0.030
1083.000,2.000,6.437,2.020,11.600,40.360,39.580,487.000,6.300,-0.780,12.510,-0.270,0.020
1450.000,3.000,6.000,2.040,10.000,40.960,40.640,537.000,4.700,-0.320,10.540,-0.270,-0.110
2444.000,3.000,6.000,2.030,11.900,41.340,40.630,388.000,5.200,-0.710,9.690,-0.160,-0.050
4198.000,3.000,6.000,1.930,10.200,42.300,41.600,639.000,6.300,-0.700,11.070,-0.450,-0.120
1993.000,2.000,6.000,2.020,8.800,41.290,40.660,451.000,4.400,-0.630,13.600,-0.090,-0.030
1108.000,2.000,7.000,1.910,10.200,41.480,41.200,458.000,7.800,-0.280,13.160,-0.090,-0.040
3125.000,3.000,7.000,2.050,12.600,40.690,40.330,331.000,8.600,-0.360,10.310,0.010,0.010
1404.000,2.000,6.000,2.090,11.000,39.620,39.690,423.000,8.300,0.070,10.880,-0.700,-0.090
1177.000,3.000,6.977,2.070,12.500,40.770,40.220,259.000,8.100,-0.550,11.820,-0.190,-0.090
1544.000,3.000,7.000,2.100,10.300,38.880,37.440,437.000,9.700,-1.440,11.610,-0.050,-0.030
9510.000,3.000,7.000,2.080,12.700,40.830,40.080,329.000,7.000,-0.750,10.590,-0.240,-0.020
2556.000,3.000,6.000,2.000,11.000,40.510,37.670,552.000,7.200,-2.840,14.710,-0.450,-0.240
1579.000,2.778,6.000,2.080,11.100,41.100,39.700,422.000,6.600,-1.400,11.930,-0.040,-0.010
127.000,3.000,7.000,2.010,10.900,40.930,40.840,405.000,6.800,-0.090,9.190,-0.120,0.020
1190.000,3.000,6.000,2.010,9.900,41.260,40.430,709.000,4.900,-0.830,13.700,0.030,0.060
2532.000,3.000,6.000,2.010,10.600,40.860,39.860,326.000,6.800,-1.000,11.910,-0.570,-0.140
4040.000,3.000,7.000,1.860,10.400,38.130,36.290,308.000,9.800,-1.840,13.870,-0.580,-0.040
9501.000,3.000,6.000,2.010,9.600,37.180,34.830,723.000,5.700,-2.350,12.570,-0.270,0.020
5464.000,2.502,6.000,2.090,10.400,42.180,41.370,449.000,5.200,-0.810,12.730,-0.220,-0.080
1629.000,3.000,6.000,2.000,12.000,40.840,40.300,498.000,6.400,-0.540,11.790,-0.070,0.000
8904.000,2.451,6.760,1.970,10.400,41.240,40.820,461.000,6.300,-0.420,11.860,-0.110,-0.040
1333.000,2.443,6.000,1.990,10.400,39.360,36.580,633.000,10.600,-2.780,12.830,-0.590,-0.130
3198.000,3.000,6.000,2.070,9.500,42.040,41.090,660.000,5.500,-0.950,12.470,-0.120,-0.040
1483.000,3.000,6.000,2.070,10.400,40.120,39.460,485.000,7.400,-0.660,13.000,-0.100,-0.010
1333.000,2.000,6.000,2.030,10.500,40.770,39.610,832.000,5.900,-1.160,10.630,-0.150,0.000
6677.000,3.000,6.000,2.070,9.700,40.460,39.560,383.000,5.800,-0.900,9.400,-0.250,-0.090
5410.000,3.000,7.000,1.990,11.200,40.230,39.220,408.000,9.000,-1.010,12.280,-0.570,-0.220
1791.000,3.000,6.000,2.100,10.100,40.810,40.000,362.000,5.400,-0.810,13.830,-0.340,-0.060
2939.000,2.000,6.000,2.000,10.500,40.770,40.390,466.000,5.700,-0.380,11.400,-0.230,0.000
5786.000,3.000,6.000,1.940,10.700,40.620,39.380,461.000,7.200,-1.240,14.300,-0.270,-0.150
1374.000,3.000,6.254,1.990,11.600,40.900,40.070,583.000,7.100,-0.830,11.630,-0.110,-0.030
1175.000,2.573,7.000,2.010,10.900,41.130,40.350,309.000,10.700,-0.780,12.080,-0.710,-0.190
138.000,2.000,7.000,2.020,10.500,40.930,39.800,486.000,5.700,-1.130,11.380,-0.080,0.020
948.000,3.000,7.000,2.110,10.000,39.600,38.800,523.000,7.000,-0.800,9.880,-0.020,0.050
1065.000,3.000,6.000,2.140,8.700,38.770,35.590,508.000,8.100,-3.180,11.780,-0.070,-0.020
7121.000,2.627,6.000,2.030,11.100,39.850,37.700,595.000,6.500,-2.150,12.580,-0.060,0.000
1363.000,2.000,6.491,2.060,11.600,41.030,40.360,345.000,8.100,-0.670,10.740,-0.050,-0.010
1403.000,2.670,6.000,2.050,11.000,39.840,39.460,296.000,7.400,-0.380,11.520,-0.150,-0.080
2358.000,3.000,6.000,2.140,10.600,41.120,40.300,414.000,5.500,-0.820,12.720,-0.280,-0.110
1460.000,3.000,6.000,2.100,9.800,40.630,39.700,384.000,7.400,-0.930,15.490,-0.050,0.000
1155.000,3.000,6.000,1.960,9.700,40.440,40.050,661.000,5.500,-0.390,9.820,0.000,0.050
1192.000,3.000,6.000,1.960,12.200,40.890,40.970,305.000,5.800,0.080,9.880,-0.390,-0.190
1182.000,3.000,7.000,2.030,10.300,40.390,39.740,445.000,8.600,-0.650,13.570,-0.230,-0.010
6705.000,3.000,6.000,2.030,10.100,40.530,40.260,391.000,5.500,-0.270,13.950,-0.180,-0.010
4296.000,2.000,6.000,2.090,10.400,39.770,37.730,443.000,6.700,-2.040,11.250,-0.160,-0.050
1587.000,3.000,6.000,2.070,9.400,38.250,36.640,766.000,8.300,-1.610,12.070,-0.040,0.010
2785.000,3.000,6.000,2.020,11.000,41.270,40.860,468.000,5.800,-0.410,10.020,-0.150,-0.020
335.000,3.000,6.000,2.020,10.800,41.400,40.230,482.000,4.600,-1.170,15.170,-0.080,-0.010
133.000,3.000,6.000,1.880,11.000,40.760,39.990,428.000,4.500,-0.770,10.940,-0.080,-0.030
624.000,3.000,6.000,1.960,10.600,39.780,38.580,373.000,8.000,-1.200,10.320,-0.190,-0.050
1427.000,3.000,6.000,2.080,10.300,41.350,41.010,468.000,4.400,-0.340,15.320,-0.150,-0.040
1123.000,2.000,6.000,2.050,10.500,40.640,39.580,528.000,6.200,-1.060,12.660,-0.390,0.000
1591.000,3.000,6.000,2.030,10.200,41.290,40.330,549.000,4.500,-0.960,10.290,-0.330,0.000
1169.000,3.000,7.000,2.010,11.800,41.260,40.420,299.000,6.800,-0.840,13.080,-0.350,-0.100
1764.000,3.000,6.000,1.950,11.200,41.800,40.540,581.000,6.400,-1.260,12.380,-0.110,-0.040
1087.000,3.000,7.000,2.030,11.100,40.560,39.930,322.000,6.500,-0.630,11.960,-0.280,-0.100
478.000,3.000,7.000,1.890,12.700,41.230,39.670,533.000,8.200,-1.560,11.300,-0.670,-0.180
1508.000,3.000,7.000,1.880,10.200,40.860,40.370,377.000,5.700,-0.490,12.910,-0.320,-0.090
3775.000,3.000,6.000,2.000,9.200,38.800,35.700,602.000,7.900,-3.100,11.110,-0.480,-0.100
1606.000,2.000,6.000,1.980,10.300,41.130,40.640,610.000,5.300,-0.490,13.020,-0.370,-0.020
4014.000,3.000,7.000,1.920,10.900,39.940,39.050,220.000,7.600,-0.890,8.680,-0.370,-0.040
1503.000,2.874,7.000,2.100,9.800,40.940,40.040,362.000,6.800,-0.900,10.800,-0.350,-0.150
1466.000,2.772,6.000,1.900,12.700,40.940,40.230,290.000,5.400,-0.710,8.470,-0.350,-0.140
3215.000,2.487,6.000,1.990,12.700,40.480,39.730,283.000,8.600,-0.750,12.630,-0.490,0.010
2581.000,3.000,6.000,2.030,9.900,40.800,39.700,614.000,5.800,-1.100,11.650,-0.180,-0.080
1991.000,3.000,6.000,2.010,10.400,41.400,40.170,566.000,5.400,-1.230,14.300,-0.110,-0.030
907.000,3.000,6.000,1.970,9.800,41.680,40.610,565.000,5.200,-1.070,11.400,-0.140,-0.030
1918.000,3.000,7.000,1.980,11.000,37.940,35.300,617.000,7.900,-2.640,13.690,-0.100,-0.070
2351.000,3.000,5.000,2.020,10.800,41.720,40.920,811.000,4.600,-0.800,9.100,-0.130,-0.010
1634.000,3.000,7.000,2.080,11.100,38.950,37.400,522.000,8.600,-1.550,15.860,-0.270,-0.030
68.000,2.622,6.000,2.040,10.200,40.940,39.950,687.000,5.400,-0.990,12.820,-0.160,-0.080
2708.000,3.000,6.000,2.020,10.400,41.080,39.700,585.000,6.400,-1.380,12.160,0.000,0.000
859.000,2.000,7.000,2.060,10.500,41.160,40.500,559.000,5.700,-0.660,13.820,-0.110,0.020
1203.000,2.577,6.000,2.000,10.500,42.630,40.690,499.000,6.000,-1.940,12.630,-0.310,-0.160
4276.000,2.690,6.560,1.990,9.900,41.580,38.870,861.000,9.000,-2.710,10.900,-0.080,-0.020
5490.000,3.000,6.000,2.040,11.300,40.420,40.360,511.000,6.300,-0.060,13.750,0.010,0.050
5262.000,3.000,6.000,2.020,10.500,41.160,40.320,365.000,4.800,-0.840,12.140,-0.120,-0.060
1634.000,3.000,7.000,1.940,11.600,40.780,39.890,508.000,6.100,-0.890,12.490,-0.430,-0.060
1454.000,3.000,7.000,1.970,13.600,40.200,39.870,189.000,7.300,-0.330,11.880,-0.620,-0.240
17473.000,3.000,6.000,2.090,11.200,40.360,39.070,767.000,5.900,-1.290,9.450,-0.350,-0.040
1769.000,2.000,6.000,1.960,10.400,42.160,40.900,571.000,5.400,-1.260,9.870,-0.480,-0.170
2539.000,3.000,6.000,2.060,10.600,41.440,40.930,660.000,5.500,-0.510,9.260,-0.090,0.000
1497.000,3.000,6.000,2.080,9.800,37.950,35.520,488.000,8.300,-2.430,12.860,-0.130,-0.010
1119.000,3.000,6.000,1.990,11.100,40.780,39.960,583.000,5.000,-0.820,9.190,-0.220,0.010
1601.000,2.579,7.000,2.030,11.100,41.160,41.210,329.000,6.300,0.050,11.570,-0.040,-0.020
1467.000,2.000,6.000,1.980,11.100,41.560,41.130,486.000,7.100,-0.430,11.420,-0.100,-0.060
984.000,3.000,6.000,2.040,11.500,40.860,40.050,410.000,5.400,-0.810,12.030,-0.060,-0.010
6791.000,3.000,6.000,2.130,11.000,39.900,38.450,509.000,5.000,-1.450,12.560,-0.020,0.020
1127.000,2.504,6.000,2.020,10.400,40.630,40.160,464.000,5.400,-0.470,13.080,-0.220,0.000
3568.000,3.000,6.000,2.010,9.900,40.640,39.910,877.000,7.000,-0.730,8.180,-0.060,0.000
1198.000,2.817,6.656,2.040,11.000,40.480,40.210,409.000,5.700,-0.270,12.740,-0.420,-0.120
10329.000,2.569,6.000,2.040,10.700,40.160,39.170,359.000,6.600,-0.990,12.750,-0.130,-0.020
1229.000,3.000,6.000,2.000,10.700,40.700,40.710,387.000,5.500,0.010,11.750,-0.030,0.050
92.000,2.814,6.000,2.010,11.200,40.810,40.820,326.000,6.500,0.010,12.280,-0.070,-0.030
1621.000,3.000,6.180,2.040,9.900,40.950,39.290,783.000,5.500,-1.660,10.830,-0.440,-0.210
1379.000,3.000,6.000,2.030,11.100,40.780,40.170,325.000,6.600,-0.610,12.520,-0.360,0.030
1131.000,2.000,6.104,1.970,11.100,41.430,40.100,780.000,6.200,-1.330,13.970,-0.200,0.030
619.000,2.000,6.000,1.960,9.600,41.100,40.560,688.000,5.400,-0.540,14.110,-0.110,0.040
1482.000,3.000,6.000,2.020,11.200,41.220,40.460,295.000,5.500,-0.760,12.970,-0.180,-0.040
2831.000,3.000,5.795,2.030,11.200,41.020,40.080,566.000,5.100,-0.940,12.390,-0.230,0.000
1633.000,3.000,6.000,2.040,10.800,40.820,40.190,414.000,5.400,-0.630,11.330,-0.140,-0.050
3981.000,2.564,6.000,2.050,11.000,41.580,40.530,463.000,6.300,-1.050,8.710,-0.050,0.020
4262.000,2.629,6.000,2.040,10.800,40.940,40.140,462.000,6.000,-0.800,13.420,-0.380,-0.040
1248.000,3.000,6.000,1.980,10.400,40.760,39.990,407.000,5.400,-0.770,10.950,-0.150,-0.060
1068.000,3.000,6.000,2.060,10.400,40.760,39.380,477.000,8.000,-1.380,11.220,-0.260,-0.110
5585.000,2.000,7.000,1.990,13.100,41.010,40.400,399.000,6.100,-0.610,11.200,-0.050,-0.010
8912.000,2.000,6.367,1.980,10.600,40.780,39.870,549.000,7.700,-0.910,8.780,-0.020,0.000
5204.000,2.680,7.000,1.910,11.100,40.350,39.920,301.000,6.200,-0.430,13.410,-0.080,0.030
1311.000,3.000,6.000,2.080,10.700,41.730,40.870,456.000,4.800,-0.860,9.900,-0.180,0.010
1806.000,2.000,6.388,1.890,10.600,40.920,40.130,282.000,6.900,-0.790,13.880,-0.180,-0.110
4118.000,2.609,6.000,1.970,11.100,41.590,40.670,438.000,4.700,-0.920,12.530,-0.230,-0.060
207.000,3.000,6.000,1.920,9.800,40.770,39.960,523.000,6.200,-0.810,8.560,-0.110,0.000
1208.000,3.000,6.000,2.010,10.000,40.990,40.190,561.000,4.500,-0.800,13.010,-0.180,-0.050
1189.000,2.000,6.000,1.940,10.600,40.350,38.140,512.000,8.000,-2.210,14.750,-0.090,-0.020
134.000,2.768,6.000,2.020,9.300,41.440,40.040,716.000,5.400,-1.400,11.350,-0.040,0.000
1224.000,3.000,6.000,2.000,9.800,41.290,40.440,482.000,6.500,-0.850,13.690,-0.550,-0.190
2820.000,3.000,7.000,2.090,10.800,40.530,40.090,495.000,5.800,-0.440,9.210,-0.140,-0.060
2790.000,3.000,7.000,1.830,11.700,41.160,40.390,300.000,6.300,-0.770,11.480,-0.240,-0.140
1822.000,3.000,5.985,1.940,11.300,40.490,39.980,533.000,5.800,-0.510,11.720,-0.340,-0.110
1410.000,3.000,6.000,1.960,10.400,40.620,38.730,422.000,5.500,-1.890,13.190,-0.250,-0.080
1147.000,3.000,6.000,2.010,10.700,41.060,39.990,375.000,6.800,-1.070,11.310,-0.140,-0.010
1626.000,3.000,6.000,2.010,11.100,41.480,40.880,339.000,5.300,-0.600,13.620,-0.160,-0.060
1498.000,2.000,5.000,2.040,13.300,41.620,39.260,836.000,4.500,-2.360,9.730,-0.290,-0.080
1388.000,3.000,7.000,2.010,11.000,42.690,41.230,539.000,8.100,-1.460,10.890,-0.250,-0.010
1250.000,2.000,7.000,2.000,11.100,40.650,39.890,350.000,8.400,-0.760,11.050,-0.200,0.020
2081.000,3.000,5.633,2.090,10.000,39.990,39.300,506.000,5.200,-0.690,11.630,-0.240,-0.020
